bioguide,candidate_id,cycle,totals_source,active_through,address_city,address_state,address_street_1,address_street_2,address_zip,all_other_loans,candidate_contribution,candidate_election_year,candidate_inactive,candidate_status,cash_on_hand_end_period,contribution_refunds,contributions,coverage_end_date,coverage_start_date,cycles,debts_owed_by_committee,disbursements,district,district_number,election_districts,election_full,election_year,election_years,exempt_legal_accounting_disbursement,federal_funds,federal_funds_flag,first_file_date,fundraising_disbursements,has_raised_funds,incumbent_challenge,incumbent_challenge_full,individual_contributions,individual_itemized_contributions,individual_unitemized_contributions,is_election,last_beginning_image_number,last_cash_on_hand_end_period,last_debts_owed_by_committee,last_debts_owed_to_committee,last_f2_date,last_file_date,last_net_contributions,last_net_operating_expenditures,last_report_type_full,last_report_year,load_date,loan_repayments,loan_repayments_candidate_loans,loan_repayments_other_loans,loans,loans_made_by_candidate,name,net_contributions,net_operating_expenditures,office,office_full,offsets_to_fundraising_expenditures,offsets_to_legal_accounting,offsets_to_operating_expenditures,operating_expenditures,other_disbursements,other_political_committee_contributions,other_receipts,party,party_full,political_party_committee_contributions,receipts,refunded_individual_contributions,refunded_other_political_committee_contributions,refunded_political_party_committee_contributions,state,state_full,total_offsets_to_operating_expenditures,transaction_coverage_date,transfers_from_other_authorized_committee,transfers_to_other_authorized_committee,two_year_period
G000553,H4TX09095,2026,candidate,,,,,,,0.0,0.0,2026,,,,59626.38,437470.74,2025-06-30T00:00:00,2025-01-01T00:00:00,,,147224.01,,,,True,,,0.0,0.0,,,0.0,,,,428970.74,261525.38,167445.36,,202507159762846592,509331.72,0.0,0.0,,,80150.85,32925.38,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,377844.36,79347.63,,,0.0,0.0,0.0,79347.63,8250.0,8500.0,0.0,,,0.0,437470.74,61626.38,-2000.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
G000565,H0AZ01259,2026,candidate,,,,,,,0.0,0.0,2026,,,,342.4,153033.13,2025-06-30T00:00:00,2025-01-01T00:00:00,,,134095.41,,,,True,,,0.0,0.0,,,0.0,,,,147033.13,111098.28,35934.85,,202507159763473202,112734.7,1500.0,0.0,,,102472.19,72715.13,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,152690.73,133053.01,,,0.0,0.0,700.0,133753.01,0.0,6000.0,1500.0,,,0.0,155233.13,342.4,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
G000581,H6TX15162,2026,candidate,,,,,,,0.0,0.0,2026,,,,1350.33,826726.74,2025-06-30T00:00:00,2025-01-01T00:00:00,,,207089.1,,,,True,,,0.0,0.0,,,0.0,,,,491507.66,482707.5,8800.16,,202507159762923930,932447.4,0.0,0.0,,,463605.51,103217.34,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,825376.41,205438.77,,,0.0,0.0,0.0,205438.77,300.0,334800.0,0.0,,,419.08,857476.74,1350.33,0.0,0.0,,,0.0,2025-06-30T00:00:00,30750.0,0.0,
G000587,H8TX29052,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,128581.0,2025-06-30T00:00:00,2025-01-01T00:00:00,,,306349.81,,,,True,,,0.0,0.0,,,0.0,,,,49581.0,48340.0,1241.0,,202507159762936383,195052.57,0.0,0.0,,,66003.0,43789.19,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,128581.0,153196.14,,,0.0,0.0,1003.67,154199.81,152150.0,79000.0,63.9,,,0.0,129648.57,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
G000593,H0FL26036,2026,candidate,,,,,,,0.0,0.0,2026,,,,3500.0,153848.32,2025-06-30T00:00:00,2025-01-01T00:00:00,,,156588.69,,,,True,,,0.0,0.0,,,0.0,,,,55848.32,55110.0,738.32,,202507159762927751,625329.41,0.0,0.0,,,110347.9,98730.02,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,150348.32,152688.95,,,0.0,0.0,0.0,152688.95,399.74,98000.0,0.0,,,0.0,205890.13,3500.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,52041.81,0.0,
G000598,H2CA47188,2026,candidate,,,,,,,0.0,0.0,2026,,,,-2970.33,539731.21,2025-06-30T00:00:00,2025-01-01T00:00:00,,,388655.34,,,,True,,,0.0,0.0,,,0.0,,,,403981.21,185857.94,218123.27,,202507159763446829,576464.38,0.0,0.0,,,268546.26,159968.81,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,542701.54,291747.39,,,0.0,0.0,6728.28,298475.67,93150.0,135750.0,6232.33,,,0.0,552691.82,-2970.33,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
G000602,H4NY04158,2026,candidate,,,,,,,0.0,0.0,2026,,,,9700.98,1254058.03,2025-06-30T00:00:00,2025-01-01T00:00:00,,,309899.81,,,,True,,,0.0,0.0,,,0.0,,,,894384.13,788255.49,106128.64,,202507159763459389,1050434.85,0.0,0.0,,,668307.9,141402.78,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,1244357.05,272644.31,,,0.0,0.0,24548.31,297192.62,3006.21,358500.0,0.0,,,1173.9,1337131.34,9700.98,0.0,0.0,,,0.0,2025-06-30T00:00:00,58525.0,0.0,
H000273,S0CO00575,2026,candidate,,,,,,,0.0,0.0,2026,,,,37187.36,4342360.6,2025-06-30T00:00:00,2021-01-01T00:00:00,,,3648740.49,,,,True,,,0.0,0.0,,,0.0,,,,3651471.1,2771638.41,879832.69,,202301319575277824,2771347.42,0.0,0.0,,,1404253.31,983420.73,YEAR-END,2025,,0.0,0.0,0.0,0.0,0.0,,4305173.24,3492957.82,,,0.0,0.0,90916.24,3583874.06,27679.07,628889.5,42082.54,,,62000.0,4778004.89,20187.36,17000.0,0.0,,,0.0,2025-06-30T00:00:00,302645.51,0.0,
H001046,H8NM01224,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001061,S0ND00093,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001072,H4AR02141,2026,candidate,,,,,,,0.0,0.0,2026,,,,7000.0,1122125.42,2025-06-30T00:00:00,2025-01-01T00:00:00,,,704934.14,,,,True,,,0.0,0.0,,,0.0,,,,525375.42,519167.28,6208.14,,202507169763549810,2386297.42,0.0,0.0,,,490421.49,120285.45,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,1115125.42,444152.34,,,0.0,0.0,3781.8,447934.14,250000.0,596750.0,4.88,,,0.0,1714879.37,7000.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,588967.27,0.0,
H001081,H8CT05245,2026,candidate,,,,,,,0.0,0.0,2026,,,,8416.34,416768.74,2025-06-30T00:00:00,2025-01-01T00:00:00,,,241682.44,,,,True,,,0.0,0.0,,,0.0,,,,159862.6,105022.37,54840.23,,202507159763322110,720317.95,0.0,0.0,,,228941.75,128704.84,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,408352.4,232491.1,,,0.0,0.0,0.0,232491.1,775.0,256000.0,0.0,,,906.14,439449.37,3416.34,5000.0,0.0,,,0.0,2025-06-30T00:00:00,22680.63,0.0,
H001089,S8MO00160,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001094,H2OR04095,2026,candidate,,,,,,,0.0,0.0,2026,,,,3606.67,406608.55,2025-06-30T00:00:00,2025-01-01T00:00:00,,,260852.18,,,,True,,,0.0,0.0,,,0.0,,,,179830.25,162486.93,17343.32,,202507159763448923,235403.8,0.0,0.0,,,205830.95,119958.91,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,403001.88,205958.72,,,0.0,0.0,257.83,206216.55,50428.96,226778.3,0.0,,,0.0,406866.38,2006.67,1600.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,600.0,
H001099,H4FL08168,2026,candidate,,,,,,,0.0,0.0,2026,,,,19035.76,579546.19,2025-06-30T00:00:00,2025-01-01T00:00:00,,,302273.15,,,,True,,,0.0,0.0,,,0.0,,,,369546.19,343395.32,26150.87,,202507159762847133,591379.15,0.0,0.0,,,435947.12,104525.37,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,560510.43,261794.11,,,0.0,0.0,943.28,262737.39,20500.0,210000.0,0.0,,,0.0,635489.47,19035.76,0.0,0.0,,,0.0,2025-06-30T00:00:00,55000.0,0.0,
H001103,H4PR01010,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J000289,H6OH04082,2026,candidate,,,,,,,0.0,0.0,2026,,,,8750.81,825134.98,2025-06-30T00:00:00,2025-01-01T00:00:00,,,1527967.97,,,,True,,,0.0,0.0,,,0.0,,,,710084.98,229168.17,480916.81,,202508069789410722,7240080.64,0.0,0.0,,,451567.12,450515.05,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,816384.17,1193063.76,,,0.0,0.0,162313.4,1355377.16,160250.0,115050.0,214044.24,,,0.0,1281168.02,8750.81,0.0,0.0,,,0.0,2025-06-30T00:00:00,79675.4,3590.0,
J000298,H6WA07458,2026,candidate,,,,,,,0.0,0.0,2026,,,,29010.5,921191.23,2025-06-30T00:00:00,2025-01-01T00:00:00,,,788119.7,,,,True,,,0.0,0.0,,,0.0,,,,790441.23,397890.63,392550.6,,202507159762871999,2195197.73,0.0,0.0,,,532180.98,446445.61,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,892180.73,748209.2,,,0.0,0.0,0.0,748209.2,10900.0,130750.0,151.43,,,0.0,970592.66,27260.5,1750.0,0.0,,,0.0,2025-06-30T00:00:00,49250.0,0.0,
J000304,H0TX13228,2026,candidate,,,,,,,0.0,0.0,2026,,,,69953.58,972728.79,2025-06-30T00:00:00,2025-01-01T00:00:00,,,597215.03,,,,True,,,0.0,0.0,,,0.0,,,,903128.79,353451.4,549677.39,,202507159763203919,4004701.55,0.0,0.0,,,382417.63,214878.84,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,902775.21,516438.7,,,0.0,0.0,9822.75,526261.45,1000.0,69600.0,3913.0,,,0.0,1199968.95,69953.58,0.0,0.0,,,0.0,2025-06-30T00:00:00,213504.41,0.0,
J000310,H4TX32089,2026,candidate,,,,,,,0.0,0.0,2026,,,,-415.0,531094.48,2025-06-30T00:00:00,2025-01-01T00:00:00,,,253456.21,,,,True,,,0.0,0.0,,,0.0,,,,341044.48,310986.5,30057.98,,202507159763444456,508541.67,0.0,0.0,,,430066.92,104200.79,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,531509.48,210471.21,,,0.0,0.0,0.0,210471.21,43400.0,190050.0,0.0,,,0.0,531094.48,-415.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
K000367,S6MN00267,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000383,S2ME00109,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000389,H4CA12055,2026,candidate,,,,,,,0.0,0.0,2026,,,,53341.3,5762273.38,2025-06-30T00:00:00,2025-01-01T00:00:00,,,2724915.57,,,,True,,,0.0,0.0,,,0.0,,,,5761773.38,5229675.05,532098.33,,202507159762985496,14191784.66,89348.3,0.0,,,2110736.29,1280287.27,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,5708932.08,2227668.0,,,0.0,0.0,339561.27,2567229.27,104345.0,500.0,105774.18,,,0.0,6207608.83,52841.3,500.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
K000394,H8NJ03206,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000400,H2CA37304,2026,candidate,,,,,,,0.0,0.0,2026,,,,300.0,217576.21,2025-06-30T00:00:00,2025-01-01T00:00:00,,,194049.91,,,,True,,,0.0,0.0,,,0.0,,,,76047.05,69899.82,6147.23,,202507159763068373,86082.42,0.0,0.0,,,125357.97,110380.0,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,217276.21,162121.77,,,0.0,0.0,558.14,162679.91,31070.0,140750.0,0.0,,,779.16,218134.35,300.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
K000404,H4MP01022,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,9115.43,2025-06-30T00:00:00,2025-01-01T00:00:00,,,11094.35,,,,True,,,0.0,0.0,,,0.0,,,,3025.0,3000.0,25.0,,202507149762782007,5490.18,0.0,0.0,,,3025.0,7768.76,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,9115.43,11094.35,,,0.0,0.0,0.0,11094.35,0.0,6090.43,0.0,,,0.0,9115.43,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
L000491,H4OK06056,2026,candidate,,,,,,,0.0,0.0,2026,,,,30.0,261572.0,2025-06-30T00:00:00,2025-01-01T00:00:00,,,148138.31,,,,True,,,0.0,0.0,,,0.0,,,,23172.0,22050.0,1122.0,,202507159763468023,734632.89,0.0,0.0,,,213399.0,48490.29,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,261542.0,97225.21,,,0.0,0.0,2883.1,100108.31,48000.0,238400.0,30.84,,,0.0,264485.94,30.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
L000566,H8OH05036,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,506718.2,2025-06-30T00:00:00,2025-01-01T00:00:00,,,220073.29,,,,True,,,0.0,0.0,,,0.0,,,,243168.2,228545.0,14623.2,,202507159763507766,917793.34,0.0,0.0,,,309678.26,105050.0,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,506718.2,177246.29,,,0.0,0.0,0.0,177246.29,42827.0,263550.0,4653.35,,,0.0,541071.55,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,29700.0,0.0,
L000577,S0UT00165,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L000585,H6IL18088,2026,candidate,,,,,,,0.0,0.0,2026,,,,450.0,1088521.9,2025-06-30T00:00:00,2025-01-01T00:00:00,,,800967.99,,,,True,,,0.0,0.0,,,0.0,,,,365021.9,338326.98,26694.92,,202507159762953386,6232968.14,0.0,0.0,,,487157.28,335478.93,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,1088071.9,789602.19,,,0.0,0.0,18.8,789620.99,10897.0,723400.0,60148.03,,,100.0,1512653.06,250.0,200.0,0.0,,,0.0,2025-06-30T00:00:00,363964.33,0.0,
L000596,H0FL13158,2026,candidate,,,,,,,0.0,0.0,2026,,,,1171.33,511998.78,2025-06-30T00:00:00,2025-01-01T00:00:00,,,521650.61,,,,True,,,0.0,0.0,,,0.0,,,,484498.78,198925.99,285572.79,,202507159762848557,665105.31,0.0,0.0,,,216657.74,215893.73,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,510827.45,518065.98,,,0.0,0.0,2413.3,520479.28,0.0,27500.0,0.0,,,0.0,1055340.37,1171.33,0.0,0.0,,,0.0,2025-06-30T00:00:00,540928.29,0.0,
L000600,H2NY23228,2026,candidate,,,,,,,0.0,0.0,2026,,,,810.14,650381.41,2025-06-30T00:00:00,2025-01-01T00:00:00,,,273332.34,,,,True,,,0.0,0.0,,,0.0,,,,297390.4,276339.04,21051.36,,202507149762828043,1554701.02,0.0,0.0,,,306040.52,87840.9,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,649571.27,180762.24,,,0.0,0.0,1759.96,182522.2,90000.0,348944.01,5780.5,,,4047.0,734225.27,310.14,500.0,0.0,,,0.0,2025-06-30T00:00:00,76303.4,0.0,
L000606,H4NY16087,2026,candidate,,,,,,,0.0,0.0,2026,,,,35.0,165616.5,2025-06-30T00:00:00,2025-01-01T00:00:00,,,232012.98,,,,True,,,0.0,0.0,,,0.0,,,,99866.5,78335.0,21531.5,,202507159763099797,128051.4,0.0,0.0,,,94097.5,109887.33,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,165581.5,229984.09,,,0.0,0.0,1793.89,231777.98,200.0,65750.0,0.0,,,0.0,167410.39,35.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
M000312,H4MA03022,2026,candidate,,,,,,,0.0,0.0,2026,,,,375.5,165415.73,2025-06-30T00:00:00,2025-01-01T00:00:00,,,239222.73,,,,True,,,0.0,0.0,,,0.0,,,,121415.73,62820.0,58595.73,,202507129762770991,321660.68,0.0,0.0,,,76256.5,73032.75,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,165040.23,179854.22,,,0.0,0.0,143.01,179997.23,58850.0,44000.0,1160.32,,,0.0,166719.06,375.5,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
M000871,H0KS01123,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,263718.97,2025-06-30T00:00:00,2025-01-01T00:00:00,,,159413.24,,,,True,,,0.0,0.0,,,0.0,,,,76798.97,74900.64,1898.33,,202507159762870128,2025487.12,0.0,0.0,,,188365.02,64594.09,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,263718.97,144413.24,,,0.0,0.0,0.0,144413.24,15000.0,186920.0,24668.89,,,0.0,431203.52,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,142815.66,0.0,
M001137,H8NY06048,2026,candidate,,,,,,,0.0,0.0,2026,,,,2900.0,490149.24,2025-06-30T00:00:00,2025-01-01T00:00:00,,,812179.79,,,,True,,,0.0,0.0,,,0.0,,,,165149.24,164358.31,790.93,,202507159763464091,1995860.45,0.0,0.0,,,314155.98,269735.45,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,487249.24,445976.19,,,0.0,0.0,0.0,445976.19,363303.6,325000.0,39.98,,,0.0,579488.17,2900.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,89298.95,0.0,
M001160,H4WI04183,2026,candidate,,,,,,,0.0,0.0,2026,,,,1.0,344586.19,2025-06-30T00:00:00,2025-01-01T00:00:00,,,317719.4,,,,True,,,0.0,0.0,,,0.0,,,,129553.52,111361.0,18192.52,,202507159763103447,49831.53,4077.38,0.0,,,182462.56,179266.89,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,344585.19,312401.11,,,0.0,0.0,717.29,313118.4,4600.0,215000.0,0.0,,,32.67,345303.48,1.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
M001177,H8CA04152,2026,candidate,,,,,,,0.0,0.0,2026,,,,174.0,174368.12,2025-06-30T00:00:00,2025-01-01T00:00:00,,,237738.9,,,,True,,,0.0,0.0,,,0.0,,,,156343.12,130700.0,25643.12,,202507159763200711,85299.69,3206.04,0.0,,,104994.69,148181.01,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,174194.12,237099.42,,,0.0,0.0,465.48,237564.9,0.0,18025.0,0.0,,,0.0,174833.6,174.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
M001194,H4MI04126,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,607053.5,2025-06-30T00:00:00,2025-01-01T00:00:00,,,265463.26,,,,True,,,0.0,0.0,,,0.0,,,,366480.42,353875.0,12605.42,,202507149762822492,1639318.44,52518.87,0.0,,,381258.67,145138.84,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,607053.5,254088.26,,,0.0,0.0,500.0,254588.26,10875.0,240083.08,15283.95,,,490.0,622837.45,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
M001204,H8PA10147,2026,candidate,,,,,,,0.0,0.0,2026,,,,305.0,533480.23,2025-06-30T00:00:00,2025-01-01T00:00:00,,,408317.61,,,,True,,,0.0,0.0,,,0.0,,,,195980.23,193930.48,2049.75,,202507159762869232,214679.34,250000.0,0.0,,,211200.64,197584.79,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,533175.23,346315.06,,,0.0,0.0,3045.52,349360.58,58652.03,337500.0,0.0,,,0.0,589350.22,155.0,150.0,0.0,,,0.0,2025-06-30T00:00:00,52824.47,0.0,
M001210,H0NC03172,2026,candidate,,,,,,,0.0,0.0,2026,,,,-4059.97,710644.63,2025-06-30T00:00:00,2025-01-01T00:00:00,,,273195.11,,,,True,,,0.0,0.0,,,0.0,,,,389020.63,375969.43,13051.2,,202507159763199544,2100304.68,46043.15,0.0,,,500258.07,123123.49,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,714704.6,222771.06,,,0.0,0.0,2643.01,225414.07,51841.01,321624.0,324.0,,,0.0,790037.5,-4059.97,0.0,0.0,,,0.0,2025-06-30T00:00:00,76425.86,0.0,
M001214,H0IN01150,2026,candidate,,,,,,,0.0,0.0,2026,,,,27.0,569366.12,2025-06-30T00:00:00,2025-01-01T00:00:00,,,299392.27,,,,True,,,0.0,0.0,,,0.0,,,,280601.45,233021.25,47580.2,,202507159763245184,379227.0,0.0,0.0,,,301749.86,180410.77,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,569339.12,292255.19,,,0.0,0.0,35.0,292290.19,7075.08,288300.0,8.43,,,464.67,590159.55,27.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,20750.0,0.0,
M001218,H0GA07273,2026,candidate,,,,,,,0.0,0.0,2026,,,,29585.41,226407.85,2025-06-30T00:00:00,2025-01-01T00:00:00,,,616899.41,,,,True,,,0.0,0.0,,,0.0,,,,86907.85,80015.0,6892.85,,202507159762991247,592429.41,0.0,0.0,,,79548.0,178833.45,JULY QUARTERLY,2025,,203800.0,203800.0,0.0,0.0,0.0,,196822.44,329476.1,,,0.0,0.0,21111.4,350587.5,3926.5,139500.0,9308.33,,,0.0,511505.91,24585.41,5000.0,0.0,,,0.0,2025-06-30T00:00:00,254678.33,29000.0,
M001223,H2RI02184,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,327137.44,2025-06-30T00:00:00,2025-01-01T00:00:00,,,162885.69,,,,True,,,0.0,0.0,,,0.0,,,,221637.44,201522.0,20115.44,,202507159763126101,1060586.4,0.0,0.0,,,136625.0,86173.14,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,327137.44,158942.69,,,0.0,0.0,753.0,159695.69,3190.0,105500.0,18616.42,,,0.0,346506.86,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
M001227,H4VA04066,2026,candidate,,,,,,,0.0,0.0,2026,,,,1367.0,367329.92,2025-06-30T00:00:00,2025-01-01T00:00:00,,,314547.37,,,,True,,,0.0,0.0,,,0.0,,,,211829.91,174488.97,37340.94,,202507159762869087,107415.76,0.0,0.0,,,157806.83,136408.14,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,365962.92,290830.17,,,0.0,0.0,532.0,291362.17,21818.2,155500.01,0.0,,,0.0,367861.92,1367.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
M001231,H4NY22085,2026,candidate,,,,,,,0.0,0.0,2026,,,,5912.5,788538.72,2025-06-30T00:00:00,2025-01-01T00:00:00,,,236052.36,,,,True,,,0.0,0.0,,,0.0,,,,471829.72,384316.33,87513.39,,202507159763462215,751169.12,0.0,0.0,,,413814.06,89378.89,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,782626.22,174948.4,,,0.0,0.0,53691.46,228639.86,1500.0,315500.0,0.0,,,1209.0,858980.18,5912.5,0.0,0.0,,,0.0,2025-06-30T00:00:00,16750.0,0.0,
M001235,H4WV02205,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,265267.5,2025-06-30T00:00:00,2025-01-01T00:00:00,,,133115.16,,,,True,,,0.0,0.0,,,0.0,,,,125767.5,83246.5,42521.0,,202507159762951405,427769.38,60882.19,0.0,,,157490.89,58333.94,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,265267.5,133115.16,,,0.0,0.0,0.0,133115.16,0.0,139500.0,0.0,,,0.0,437921.71,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,172654.21,0.0,
M001239,H4VA05071,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001243,S2PA00661,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N000147,H0DC00058,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,8020.0,2025-06-30T00:00:00,2025-01-01T00:00:00,,,51672.99,,,,True,,,0.0,0.0,,,0.0,,,,1020.0,1000.0,20.0,,202507159763069103,29432.15,90000.0,0.0,,,5510.0,29012.41,JULY QUARTERLY,2025,,0.0,0.0,0.0,40000.0,40000.0,,8020.0,51472.99,,,0.0,0.0,0.0,51472.99,200.0,7000.0,0.0,,,0.0,48020.0,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
N000191,H8CO02160,2026,candidate,,,,,,,0.0,0.0,2026,,,,9549.0,913784.97,2025-06-30T00:00:00,2025-01-01T00:00:00,,,487242.4,,,,True,,,0.0,0.0,,,0.0,,,,652970.8,574611.5,78359.3,,202507159763328182,2426120.61,0.0,0.0,,,599640.09,154082.81,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,904235.97,278474.33,,,0.0,0.0,8680.82,287155.15,190538.25,260035.0,0.0,,,779.17,922465.79,8549.0,1000.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
O000172,H8NY15148,2026,candidate,,,,,,,0.0,0.0,2026,,,,42063.4,15301350.87,2025-06-30T00:00:00,2025-01-01T00:00:00,,,9344165.22,,,,True,,,0.0,0.0,,,0.0,,,,15293800.87,3417652.79,11876148.08,,202507159763070911,9815206.94,0.0,0.0,,,5721231.63,4257582.76,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,15259287.47,9281308.33,,,0.0,0.0,1179.49,9282487.82,19614.0,7550.0,91194.92,,,0.0,15424725.28,42063.4,0.0,0.0,,,0.0,2025-06-30T00:00:00,31000.0,0.0,
O000176,H4MD02232,2026,candidate,,,,,,,0.0,0.0,2026,,,,8752.5,326344.41,2025-06-30T00:00:00,2025-01-01T00:00:00,,,140623.21,,,,True,,,0.0,0.0,,,0.0,,,,220694.4,212370.0,8324.4,,202507159763096330,353585.95,0.0,0.0,,,169567.65,68003.15,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,317591.91,120256.71,,,0.0,0.0,26.84,120283.55,11587.16,105650.01,1246.23,,,0.0,327617.48,2752.5,6000.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
P000145,S2CA00955,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
