county,precinct,office,district,candidate,party,votes,election_day,absentee
Tuscola,"Tuscola Township, Precinct 1",Governor,,Kevin Hogan,GRN,2,,
Tuscola,"Vassar City, Precinct 1",Governor,,Kevin Hogan,GRN,4,,
Tuscola,"Vassar Township, Precinct 1",Governor,,Kevin Hogan,GRN,2,,
Tuscola,"Watertown Township, Precinct 1",Governor,,Kevin Hogan,GRN,4,,
Tuscola,"Wells Township, Precinct 1",Governor,,Kevin Hogan,GRN,3,,
Tuscola,"Wisner Township, Precinct 1",Governor,,Kevin Hogan,GRN,0,,
Tuscola,"Akron Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Tuscola,"Almer Charter Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,2,,
Tuscola,"Arbela Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,1,,
Tuscola,"Arbela Township, Precinct 2",Governor,,Daryl M. Simpson,NLP,1,,
Tuscola,"Caro City, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Tuscola,"Caro City, Precinct 2",Governor,,Daryl M. Simpson,NLP,2,,
Tuscola,"Columbia Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,1,,
Tuscola,"Dayton Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,1,,
Tuscola,"Denmark Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,1,,
Tuscola,"Elkland Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,3,,
Tuscola,"Ellington Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,4,,
Tuscola,"Elmwood Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,3,,
Tuscola,"Fairgrove Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,1,,
Tuscola,"Fremont Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,4,,
Tuscola,"Gilford Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Tuscola,"Indianfields Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,3,,
Tuscola,"Juniata Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,3,,
Tuscola,"Kingston Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,1,,
Tuscola,"Koylton Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Tuscola,"Millington Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,4,,
Tuscola,"Millington Township, Precinct 2",Governor,,Daryl M. Simpson,NLP,1,,
Tuscola,"Novesta Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,2,,
Tuscola,"Tuscola Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,2,,
Tuscola,"Vassar City, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Tuscola,"Vassar Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,1,,
Tuscola,"Watertown Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,1,,
Tuscola,"Wells Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,1,,
Tuscola,"Wisner Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,0,,
Tuscola,"Akron Township, Precinct 1",Governor,,Write-ins,,0,,
Tuscola,"Almer Charter Township, Precinct 1",Governor,,Write-ins,,0,,
Tuscola,"Arbela Township, Precinct 1",Governor,,Write-ins,,0,,
Tuscola,"Arbela Township, Precinct 2",Governor,,Write-ins,,1,,
Tuscola,"Caro City, Precinct 1",Governor,,Write-ins,,2,,
Tuscola,"Caro City, Precinct 2",Governor,,Write-ins,,0,,
Tuscola,"Columbia Township, Precinct 1",Governor,,Write-ins,,0,,
Tuscola,"Dayton Township, Precinct 1",Governor,,Write-ins,,1,,
Tuscola,"Denmark Township, Precinct 1",Governor,,Write-ins,,1,,
Tuscola,"Elkland Township, Precinct 1",Governor,,Write-ins,,1,,
Tuscola,"Ellington Township, Precinct 1",Governor,,Write-ins,,0,,
Tuscola,"Elmwood Township, Precinct 1",Governor,,Write-ins,,1,,
Tuscola,"Fairgrove Township, Precinct 1",Governor,,Write-ins,,1,,
Tuscola,"Fremont Township, Precinct 1",Governor,,Write-ins,,0,,
Tuscola,"Gilford Township, Precinct 1",Governor,,Write-ins,,0,,
Tuscola,"Indianfields Township, Precinct 1",Governor,,Write-ins,,0,,
Tuscola,"Juniata Township, Precinct 1",Governor,,Write-ins,,0,,
Tuscola,"Kingston Township, Precinct 1",Governor,,Write-ins,,0,,
Tuscola,"Koylton Township, Precinct 1",Governor,,Write-ins,,1,,
Tuscola,"Millington Township, Precinct 1",Governor,,Write-ins,,0,,
Tuscola,"Millington Township, Precinct 2",Governor,,Write-ins,,2,,
Tuscola,"Novesta Township, Precinct 1",Governor,,Write-ins,,0,,
Tuscola,"Tuscola Township, Precinct 1",Governor,,Write-ins,,1,,
Tuscola,"Vassar City, Precinct 1",Governor,,Write-ins,,0,,
Tuscola,"Vassar Township, Precinct 1",Governor,,Write-ins,,2,,
Tuscola,"Watertown Township, Precinct 1",Governor,,Write-ins,,3,,
Tuscola,"Wells Township, Precinct 1",Governor,,Write-ins,,1,,
Tuscola,"Wisner Township, Precinct 1",Governor,,Write-ins,,0,,
Tuscola,"Akron Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,202,,
Tuscola,"Almer Charter Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,364,,
Tuscola,"Arbela Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,308,,
Tuscola,"Arbela Township, Precinct 2",Secretary of State,,Jocelyn Benson,DEM,237,,
Tuscola,"Caro City, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,439,,
Tuscola,"Caro City, Precinct 2",Secretary of State,,Jocelyn Benson,DEM,298,,
Tuscola,"Columbia Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,216,,
Tuscola,"Dayton Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,318,,
Tuscola,"Denmark Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,493,,
Tuscola,"Elkland Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,579,,
Tuscola,"Ellington Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,223,,
Tuscola,"Elmwood Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,152,,
Tuscola,"Fairgrove Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,229,,
Tuscola,"Fremont Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,500,,
Tuscola,"Gilford Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,122,,
Tuscola,"Indianfields Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,397,,
Tuscola,"Juniata Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,314,,
Tuscola,"Kingston Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,185,,
Tuscola,"Koylton Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,190,,
Tuscola,"Millington Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,445,,
Tuscola,"Millington Township, Precinct 2",Secretary of State,,Jocelyn Benson,DEM,378,,
Tuscola,"Novesta Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,182,,
Tuscola,"Tuscola Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,375,,
Tuscola,"Vassar City, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,418,,
Tuscola,"Vassar Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,591,,
Tuscola,"Watertown Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,355,,
Tuscola,"Wells Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,245,,
Tuscola,"Wisner Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,110,,
Tuscola,"Akron Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,414,,
Tuscola,"Almer Charter Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,569,,
Tuscola,"Arbela Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,437,,
Tuscola,"Arbela Township, Precinct 2",Secretary of State,,Kristina Elaine Karamo,REP,314,,
Tuscola,"Caro City, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,455,,
Tuscola,"Caro City, Precinct 2",Secretary of State,,Kristina Elaine Karamo,REP,273,,
Tuscola,"Columbia Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,377,,
Tuscola,"Dayton Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,524,,
Tuscola,"Denmark Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,973,,
Tuscola,"Elkland Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,860,,
Tuscola,"Ellington Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,398,,
Tuscola,"Elmwood Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,320,,
Tuscola,"Fairgrove Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,404,,
Tuscola,"Fremont Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,856,,
Tuscola,"Gilford Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,243,,
Tuscola,"Indianfields Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,621,,
Tuscola,"Juniata Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,453,,
Tuscola,"Kingston Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,452,,
Tuscola,"Koylton Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,469,,
Tuscola,"Millington Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,620,,
Tuscola,"Millington Township, Precinct 2",Secretary of State,,Kristina Elaine Karamo,REP,541,,
Tuscola,"Novesta Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,440,,
Tuscola,"Tuscola Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,641,,
Tuscola,"Vassar City, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,541,,
Tuscola,"Vassar Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,884,,
Tuscola,"Watertown Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,577,,
Tuscola,"Wells Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,470,,
Tuscola,"Wisner Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,185,,
Tuscola,"Akron Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,5,,
Tuscola,"Almer Charter Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,11,,
Tuscola,"Arbela Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,10,,
Tuscola,"Arbela Township, Precinct 2",Secretary of State,,Gregory Scott Stempfle,LIB,8,,
Tuscola,"Caro City, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,20,,
Tuscola,"Caro City, Precinct 2",Secretary of State,,Gregory Scott Stempfle,LIB,8,,
Tuscola,"Columbia Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,2,,
Tuscola,"Dayton Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,12,,
Tuscola,"Denmark Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,17,,
Tuscola,"Elkland Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,14,,
Tuscola,"Ellington Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,7,,
Tuscola,"Elmwood Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,5,,
Tuscola,"Fairgrove Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,13,,
Tuscola,"Fremont Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,17,,
Tuscola,"Gilford Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,3,,
Tuscola,"Indianfields Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,11,,
Tuscola,"Juniata Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,7,,
Tuscola,"Kingston Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,7,,
Tuscola,"Koylton Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,8,,
Tuscola,"Millington Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,10,,
Tuscola,"Millington Township, Precinct 2",Secretary of State,,Gregory Scott Stempfle,LIB,13,,
Tuscola,"Novesta Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,13,,
Tuscola,"Tuscola Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,11,,
Tuscola,"Vassar City, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,13,,
Tuscola,"Vassar Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,18,,
Tuscola,"Watertown Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,15,,
Tuscola,"Wells Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,13,,
Tuscola,"Wisner Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,4,,
Tuscola,"Akron Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,4,,
Tuscola,"Almer Charter Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,8,,
Tuscola,"Arbela Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,12,,
Tuscola,"Arbela Township, Precinct 2",Secretary of State,,Christine C. Schwartz,UST,10,,
Tuscola,"Caro City, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,12,,
Tuscola,"Caro City, Precinct 2",Secretary of State,,Christine C. Schwartz,UST,9,,
Tuscola,"Columbia Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,7,,
Tuscola,"Dayton Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,4,,
Tuscola,"Denmark Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,10,,
Tuscola,"Elkland Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,7,,
Tuscola,"Ellington Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,7,,
Tuscola,"Elmwood Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,5,,
Tuscola,"Fairgrove Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,9,,
Tuscola,"Fremont Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,10,,
Tuscola,"Gilford Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,1,,
Tuscola,"Indianfields Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,13,,
Tuscola,"Juniata Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,7,,
Tuscola,"Kingston Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,2,,
Tuscola,"Koylton Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,13,,
Tuscola,"Millington Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,4,,
Tuscola,"Millington Township, Precinct 2",Secretary of State,,Christine C. Schwartz,UST,17,,
Tuscola,"Novesta Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,7,,
Tuscola,"Tuscola Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,11,,
Tuscola,"Vassar City, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,6,,
Tuscola,"Vassar Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,28,,
Tuscola,"Watertown Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,13,,
Tuscola,"Wells Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,11,,
Tuscola,"Wisner Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,5,,
Tuscola,"Akron Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,0,,
Tuscola,"Almer Charter Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,4,,
Tuscola,"Arbela Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,5,,
Tuscola,"Arbela Township, Precinct 2",Secretary of State,,Larry James Hutchinson Jr.,GRN,2,,
Tuscola,"Caro City, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,7,,
Tuscola,"Caro City, Precinct 2",Secretary of State,,Larry James Hutchinson Jr.,GRN,2,,
Tuscola,"Columbia Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,2,,
Tuscola,"Dayton Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,3,,
Tuscola,"Denmark Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,5,,
Tuscola,"Elkland Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,10,,
Tuscola,"Ellington Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,5,,
Tuscola,"Elmwood Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,3,,
Tuscola,"Fairgrove Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,2,,
Tuscola,"Fremont Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,10,,
Tuscola,"Gilford Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,2,,
Tuscola,"Indianfields Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,10,,
Tuscola,"Juniata Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,0,,
Tuscola,"Kingston Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,1,,
Tuscola,"Koylton Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,0,,
Tuscola,"Millington Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,8,,
Tuscola,"Millington Township, Precinct 2",Secretary of State,,Larry James Hutchinson Jr.,GRN,3,,
Tuscola,"Novesta Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,3,,
Tuscola,"Tuscola Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,4,,
Tuscola,"Vassar City, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,8,,
Tuscola,"Vassar Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,10,,
Tuscola,"Watertown Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,6,,
Tuscola,"Wells Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,7,,
Tuscola,"Wisner Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRN,1,,
Tuscola,"Akron Township, Precinct 1",Secretary of State,,Write-ins,,0,,
Tuscola,"Almer Charter Township, Precinct 1",Secretary of State,,Write-ins,,1,,
Tuscola,"Arbela Township, Precinct 1",Secretary of State,,Write-ins,,0,,
Tuscola,"Arbela Township, Precinct 2",Secretary of State,,Write-ins,,2,,
Tuscola,"Caro City, Precinct 1",Secretary of State,,Write-ins,,0,,
Tuscola,"Caro City, Precinct 2",Secretary of State,,Write-ins,,0,,
Tuscola,"Columbia Township, Precinct 1",Secretary of State,,Write-ins,,0,,
Tuscola,"Dayton Township, Precinct 1",Secretary of State,,Write-ins,,0,,
Tuscola,"Denmark Township, Precinct 1",Secretary of State,,Write-ins,,0,,
Tuscola,"Elkland Township, Precinct 1",Secretary of State,,Write-ins,,0,,
Tuscola,"Ellington Township, Precinct 1",Secretary of State,,Write-ins,,2,,
Tuscola,"Elmwood Township, Precinct 1",Secretary of State,,Write-ins,,0,,
Tuscola,"Fairgrove Township, Precinct 1",Secretary of State,,Write-ins,,0,,
Tuscola,"Fremont Township, Precinct 1",Secretary of State,,Write-ins,,1,,
Tuscola,"Gilford Township, Precinct 1",Secretary of State,,Write-ins,,0,,
Tuscola,"Indianfields Township, Precinct 1",Secretary of State,,Write-ins,,0,,
Tuscola,"Juniata Township, Precinct 1",Secretary of State,,Write-ins,,0,,
Tuscola,"Kingston Township, Precinct 1",Secretary of State,,Write-ins,,0,,
Tuscola,"Koylton Township, Precinct 1",Secretary of State,,Write-ins,,1,,
Tuscola,"Millington Township, Precinct 1",Secretary of State,,Write-ins,,0,,
Tuscola,"Millington Township, Precinct 2",Secretary of State,,Write-ins,,0,,
Tuscola,"Novesta Township, Precinct 1",Secretary of State,,Write-ins,,0,,
Tuscola,"Tuscola Township, Precinct 1",Secretary of State,,Write-ins,,1,,
Tuscola,"Vassar City, Precinct 1",Secretary of State,,Write-ins,,1,,
Tuscola,"Vassar Township, Precinct 1",Secretary of State,,Write-ins,,1,,
Tuscola,"Watertown Township, Precinct 1",Secretary of State,,Write-ins,,2,,
Tuscola,"Wells Township, Precinct 1",Secretary of State,,Write-ins,,0,,
Tuscola,"Wisner Township, Precinct 1",Secretary of State,,Write-ins,,1,,
Tuscola,"Akron Township, Precinct 1",Attorney General,,Dana Nessel,DEM,173,,
Tuscola,"Almer Charter Township, Precinct 1",Attorney General,,Dana Nessel,DEM,323,,
Tuscola,"Arbela Township, Precinct 1",Attorney General,,Dana Nessel,DEM,273,,
Tuscola,"Arbela Township, Precinct 2",Attorney General,,Dana Nessel,DEM,225,,
Tuscola,"Caro City, Precinct 1",Attorney General,,Dana Nessel,DEM,407,,
Tuscola,"Caro City, Precinct 2",Attorney General,,Dana Nessel,DEM,270,,
Tuscola,"Columbia Township, Precinct 1",Attorney General,,Dana Nessel,DEM,178,,
Tuscola,"Dayton Township, Precinct 1",Attorney General,,Dana Nessel,DEM,291,,
Tuscola,"Denmark Township, Precinct 1",Attorney General,,Dana Nessel,DEM,442,,
Tuscola,"Elkland Township, Precinct 1",Attorney General,,Dana Nessel,DEM,532,,
Tuscola,"Ellington Township, Precinct 1",Attorney General,,Dana Nessel,DEM,184,,
Tuscola,"Elmwood Township, Precinct 1",Attorney General,,Dana Nessel,DEM,139,,
Tuscola,"Fairgrove Township, Precinct 1",Attorney General,,Dana Nessel,DEM,211,,
