county,precinct,office,district,candidate,party,votes,election_day,absentee
Macomb,ST. CLAIR SHORES 5,Straight Party,0,Green,GRE,4,2,2
Macomb,ST. CLAIR SHORES 6,Straight Party,0,Green,GRE,2,0,2
Macomb,ST. CLAIR SHORES 7,Straight Party,0,Green,GRE,0,0,0
Macomb,ST. CLAIR SHORES 8,Straight Party,0,Green,GRE,1,0,1
Macomb,ST. CLAIR SHORES 9,Straight Party,0,Green,GRE,0,0,0
Macomb,ST. CLAIR SHORES 10,Straight Party,0,Green,GRE,2,1,1
Macomb,ST. CLAIR SHORES 11,Straight Party,0,Green,GRE,0,0,0
Macomb,ST. CLAIR SHORES 12,Straight Party,0,Green,GRE,1,1,0
Macomb,ST. CLAIR SHORES 13,Straight Party,0,Green,GRE,2,0,2
Macomb,ST. CLAIR SHORES 14,Straight Party,0,Green,GRE,2,2,0
Macomb,ST. CLAIR SHORES 15,Straight Party,0,Green,GRE,1,0,1
Macomb,ST. CLAIR SHORES 16,Straight Party,0,Green,GRE,7,6,1
Macomb,ST. CLAIR SHORES 17,Straight Party,0,Green,GRE,1,0,1
Macomb,ST. CLAIR SHORES 18,Straight Party,0,Green,GRE,2,1,1
Macomb,ST. CLAIR SHORES 19,Straight Party,0,Green,GRE,1,0,1
Macomb,ST. CLAIR SHORES 20,Straight Party,0,Green,GRE,2,1,1
Macomb,ST. CLAIR SHORES 21,Straight Party,0,Green,GRE,4,2,2
Macomb,ST. CLAIR SHORES 22,Straight Party,0,Green,GRE,1,1,0
Macomb,ST. CLAIR SHORES 23,Straight Party,0,Green,GRE,2,0,2
Macomb,STERLING HEIGHTS 1,Straight Party,0,Green,GRE,2,0,2
Macomb,STERLING HEIGHTS 2,Straight Party,0,Green,GRE,2,1,1
Macomb,STERLING HEIGHTS 3,Straight Party,0,Green,GRE,3,2,1
Macomb,STERLING HEIGHTS 4,Straight Party,0,Green,GRE,1,1,0
Macomb,STERLING HEIGHTS 5,Straight Party,0,Green,GRE,5,2,3
Macomb,STERLING HEIGHTS 6,Straight Party,0,Green,GRE,1,1,0
Macomb,STERLING HEIGHTS 7,Straight Party,0,Green,GRE,6,1,5
Macomb,STERLING HEIGHTS 8,Straight Party,0,Green,GRE,3,3,0
Macomb,STERLING HEIGHTS 9,Straight Party,0,Green,GRE,3,2,1
Macomb,STERLING HEIGHTS 10,Straight Party,0,Green,GRE,3,1,2
Macomb,STERLING HEIGHTS 11,Straight Party,0,Green,GRE,1,0,1
Macomb,STERLING HEIGHTS 12,Straight Party,0,Green,GRE,1,1,0
Macomb,STERLING HEIGHTS 13,Straight Party,0,Green,GRE,2,1,1
Macomb,STERLING HEIGHTS 14,Straight Party,0,Green,GRE,2,1,1
Macomb,STERLING HEIGHTS 15,Straight Party,0,Green,GRE,1,0,1
Macomb,STERLING HEIGHTS 16,Straight Party,0,Green,GRE,1,1,0
Macomb,STERLING HEIGHTS 17,Straight Party,0,Green,GRE,1,0,1
Macomb,STERLING HEIGHTS 18,Straight Party,0,Green,GRE,0,0,0
Macomb,STERLING HEIGHTS 19,Straight Party,0,Green,GRE,5,2,3
Macomb,STERLING HEIGHTS 20,Straight Party,0,Green,GRE,4,3,1
Macomb,STERLING HEIGHTS 21,Straight Party,0,Green,GRE,3,2,1
Macomb,STERLING HEIGHTS 22,Straight Party,0,Green,GRE,0,0,0
Macomb,STERLING HEIGHTS 23,Straight Party,0,Green,GRE,3,2,1
Macomb,STERLING HEIGHTS 24,Straight Party,0,Green,GRE,3,3,0
Macomb,STERLING HEIGHTS 25,Straight Party,0,Green,GRE,3,3,0
Macomb,STERLING HEIGHTS 26,Straight Party,0,Green,GRE,3,2,1
Macomb,STERLING HEIGHTS 27,Straight Party,0,Green,GRE,0,0,0
Macomb,STERLING HEIGHTS 28,Straight Party,0,Green,GRE,2,2,0
Macomb,STERLING HEIGHTS 29,Straight Party,0,Green,GRE,1,0,1
Macomb,STERLING HEIGHTS 30,Straight Party,0,Green,GRE,1,0,1
Macomb,STERLING HEIGHTS 31,Straight Party,0,Green,GRE,2,2,0
Macomb,STERLING HEIGHTS 32,Straight Party,0,Green,GRE,1,0,1
Macomb,STERLING HEIGHTS 33,Straight Party,0,Green,GRE,1,0,1
Macomb,STERLING HEIGHTS 34,Straight Party,0,Green,GRE,1,1,0
Macomb,STERLING HEIGHTS 35,Straight Party,0,Green,GRE,4,3,1
Macomb,STERLING HEIGHTS 36,Straight Party,0,Green,GRE,2,1,1
Macomb,STERLING HEIGHTS 37,Straight Party,0,Green,GRE,0,0,0
Macomb,STERLING HEIGHTS 38,Straight Party,0,Green,GRE,1,1,0
Macomb,STERLING HEIGHTS 39,Straight Party,0,Green,GRE,0,0,0
Macomb,STERLING HEIGHTS 40,Straight Party,0,Green,GRE,1,1,0
Macomb,STERLING HEIGHTS 41,Straight Party,0,Green,GRE,1,1,0
Macomb,STERLING HEIGHTS 42,Straight Party,0,Green,GRE,5,3,2
Macomb,STERLING HEIGHTS 43,Straight Party,0,Green,GRE,1,1,0
Macomb,STERLING HEIGHTS 44,Straight Party,0,Green,GRE,0,0,0
Macomb,STERLING HEIGHTS 45,Straight Party,0,Green,GRE,3,1,2
Macomb,UTICA 1,Straight Party,0,Green,GRE,2,1,1
Macomb,UTICA 2,Straight Party,0,Green,GRE,2,1,1
Macomb,UTICA 3,Straight Party,0,Green,GRE,2,1,1
Macomb,WARREN 1,Straight Party,0,Green,GRE,3,1,2
Macomb,WARREN 3,Straight Party,0,Green,GRE,2,0,2
Macomb,WARREN 4,Straight Party,0,Green,GRE,5,2,3
Macomb,WARREN 5,Straight Party,0,Green,GRE,1,1,0
Macomb,WARREN 6,Straight Party,0,Green,GRE,1,1,0
Macomb,WARREN 7,Straight Party,0,Green,GRE,5,2,3
Macomb,WARREN 8,Straight Party,0,Green,GRE,3,2,1
Macomb,WARREN 9,Straight Party,0,Green,GRE,2,1,1
Macomb,WARREN 10,Straight Party,0,Green,GRE,0,0,0
Macomb,WARREN 11,Straight Party,0,Green,GRE,0,0,0
Macomb,WARREN 12,Straight Party,0,Green,GRE,4,3,1
Macomb,WARREN 13,Straight Party,0,Green,GRE,0,0,0
Macomb,WARREN 14,Straight Party,0,Green,GRE,2,2,0
Macomb,WARREN 15,Straight Party,0,Green,GRE,10,5,5
Macomb,WARREN 17,Straight Party,0,Green,GRE,4,1,3
Macomb,WARREN 18,Straight Party,0,Green,GRE,1,0,1
Macomb,WARREN 19,Straight Party,0,Green,GRE,2,2,0
Macomb,WARREN 20,Straight Party,0,Green,GRE,0,0,0
Macomb,WARREN 22,Straight Party,0,Green,GRE,0,0,0
Macomb,WARREN 23,Straight Party,0,Green,GRE,1,1,0
Macomb,WARREN 24,Straight Party,0,Green,GRE,2,0,2
Macomb,WARREN 25,Straight Party,0,Green,GRE,2,0,2
Macomb,WARREN 26,Straight Party,0,Green,GRE,2,1,1
Macomb,WARREN 27,Straight Party,0,Green,GRE,5,4,1
Macomb,WARREN 28,Straight Party,0,Green,GRE,2,1,1
Macomb,WARREN 31,Straight Party,0,Green,GRE,0,0,0
Macomb,WARREN 32,Straight Party,0,Green,GRE,2,0,2
Macomb,WARREN 33,Straight Party,0,Green,GRE,1,0,1
Macomb,WARREN 34,Straight Party,0,Green,GRE,1,1,0
Macomb,WARREN 35,Straight Party,0,Green,GRE,2,1,1
Macomb,WARREN 36,Straight Party,0,Green,GRE,4,3,1
Macomb,WARREN 38,Straight Party,0,Green,GRE,5,4,1
Macomb,WARREN 41,Straight Party,0,Green,GRE,1,1,0
Macomb,WARREN 43,Straight Party,0,Green,GRE,1,1,0
Macomb,WARREN 44,Straight Party,0,Green,GRE,1,0,1
Macomb,WARREN 45,Straight Party,0,Green,GRE,0,0,0
Macomb,WARREN 46,Straight Party,0,Green,GRE,2,0,2
Macomb,WARREN 47,Straight Party,0,Green,GRE,5,3,2
Macomb,WARREN 48,Straight Party,0,Green,GRE,0,0,0
Macomb,WARREN 49,Straight Party,0,Green,GRE,3,3,0
Macomb,WARREN 50,Straight Party,0,Green,GRE,1,1,0
Macomb,WARREN 51,Straight Party,0,Green,GRE,1,0,1
Macomb,WARREN 52,Straight Party,0,Green,GRE,4,4,0
Macomb,WARREN 53,Straight Party,0,Green,GRE,2,0,2
Macomb,WARREN 54,Straight Party,0,Green,GRE,2,2,0
Macomb,WARREN 55,Straight Party,0,Green,GRE,3,0,3
Macomb,WARREN 56,Straight Party,0,Green,GRE,1,0,1
Macomb,WARREN 57,Straight Party,0,Green,GRE,1,0,1
Macomb,WARREN 58,Straight Party,0,Green,GRE,0,0,0
Macomb,WASHINGTON TOWNSHIP 1,Straight Party,0,Green,GRE,2,0,2
Macomb,WASHINGTON TOWNSHIP 2,Straight Party,0,Green,GRE,2,2,0
Macomb,WASHINGTON TOWNSHIP 3,Straight Party,0,Green,GRE,0,0,0
Macomb,WASHINGTON TOWNSHIP 4,Straight Party,0,Green,GRE,1,1,0
Macomb,WASHINGTON TOWNSHIP 5,Straight Party,0,Green,GRE,1,1,0
Macomb,WASHINGTON TOWNSHIP 6,Straight Party,0,Green,GRE,1,1,0
Macomb,WASHINGTON TOWNSHIP 7,Straight Party,0,Green,GRE,0,0,0
Macomb,WASHINGTON TOWNSHIP 8,Straight Party,0,Green,GRE,2,1,1
Macomb,WASHINGTON TOWNSHIP 9,Straight Party,0,Green,GRE,0,0,0
Macomb,WASHINGTON TOWNSHIP 10,Straight Party,0,Green,GRE,0,0,0
Macomb,WASHINGTON TOWNSHIP 11,Straight Party,0,Green,GRE,0,0,0
Macomb,ARMADA TOWNSHIP 1,Straight Party,0,Libertarian,LBT,4,1,3
Macomb,ARMADA TOWNSHIP 2,Straight Party,0,Libertarian,LBT,4,1,3
Macomb,BRUCE TOWNSHIP 1,Straight Party,0,Libertarian,LBT,3,2,1
Macomb,BRUCE TOWNSHIP 2,Straight Party,0,Libertarian,LBT,3,2,1
Macomb,BRUCE TOWNSHIP 3,Straight Party,0,Libertarian,LBT,5,4,1
Macomb,BRUCE TOWNSHIP 4,Straight Party,0,Libertarian,LBT,0,0,0
Macomb,CENTER LINE 1,Straight Party,0,Libertarian,LBT,3,3,0
Macomb,CENTER LINE 2,Straight Party,0,Libertarian,LBT,5,4,1
Macomb,CENTER LINE 3,Straight Party,0,Libertarian,LBT,13,9,4
Macomb,CENTER LINE 4,Straight Party,0,Libertarian,LBT,1,1,0
Macomb,CENTER LINE 5,Straight Party,0,Libertarian,LBT,1,0,1
Macomb,CHESTERFIELD TOWNSHIP 1,Straight Party,0,Libertarian,LBT,3,2,1
Macomb,CHESTERFIELD TOWNSHIP 2,Straight Party,0,Libertarian,LBT,6,2,4
Macomb,CHESTERFIELD TOWNSHIP 3,Straight Party,0,Libertarian,LBT,1,0,1
Macomb,CHESTERFIELD TOWNSHIP 4,Straight Party,0,Libertarian,LBT,2,2,0
Macomb,CHESTERFIELD TOWNSHIP 5,Straight Party,0,Libertarian,LBT,4,3,1
Macomb,CHESTERFIELD TOWNSHIP 6,Straight Party,0,Libertarian,LBT,5,1,4
Macomb,CHESTERFIELD TOWNSHIP 7,Straight Party,0,Libertarian,LBT,3,1,2
Macomb,CHESTERFIELD TOWNSHIP 8,Straight Party,0,Libertarian,LBT,4,2,2
Macomb,CHESTERFIELD TOWNSHIP 9,Straight Party,0,Libertarian,LBT,6,3,3
Macomb,CHESTERFIELD TOWNSHIP 10,Straight Party,0,Libertarian,LBT,7,4,3
Macomb,CHESTERFIELD TOWNSHIP 11,Straight Party,0,Libertarian,LBT,11,6,5
Macomb,CHESTERFIELD TOWNSHIP 12,Straight Party,0,Libertarian,LBT,10,7,3
Macomb,CHESTERFIELD TOWNSHIP 13,Straight Party,0,Libertarian,LBT,6,1,5
Macomb,CHESTERFIELD TOWNSHIP 14,Straight Party,0,Libertarian,LBT,3,1,2
Macomb,CHESTERFIELD TOWNSHIP 15,Straight Party,0,Libertarian,LBT,12,9,3
Macomb,CHESTERFIELD TOWNSHIP 16,Straight Party,0,Libertarian,LBT,3,3,0
Macomb,CHESTERFIELD TOWNSHIP 17,Straight Party,0,Libertarian,LBT,12,8,4
Macomb,CHESTERFIELD TOWNSHIP 18,Straight Party,0,Libertarian,LBT,7,3,4
Macomb,CHESTERFIELD TOWNSHIP 19,Straight Party,0,Libertarian,LBT,9,6,3
Macomb,CLINTON TOWNSHIP 1,Straight Party,0,Libertarian,LBT,3,2,1
Macomb,CLINTON TOWNSHIP 2,Straight Party,0,Libertarian,LBT,2,2,0
Macomb,CLINTON TOWNSHIP 3,Straight Party,0,Libertarian,LBT,13,9,4
Macomb,CLINTON TOWNSHIP 4,Straight Party,0,Libertarian,LBT,1,1,0
Macomb,CLINTON TOWNSHIP 5,Straight Party,0,Libertarian,LBT,0,0,0
Macomb,CLINTON TOWNSHIP 6,Straight Party,0,Libertarian,LBT,10,9,1
Macomb,CLINTON TOWNSHIP 7,Straight Party,0,Libertarian,LBT,3,2,1
Macomb,CLINTON TOWNSHIP 8,Straight Party,0,Libertarian,LBT,3,1,2
Macomb,CLINTON TOWNSHIP 9,Straight Party,0,Libertarian,LBT,8,8,0
Macomb,CLINTON TOWNSHIP 10,Straight Party,0,Libertarian,LBT,7,3,4
Macomb,CLINTON TOWNSHIP 11,Straight Party,0,Libertarian,LBT,1,1,0
Macomb,CLINTON TOWNSHIP 12,Straight Party,0,Libertarian,LBT,1,1,0
Macomb,CLINTON TOWNSHIP 13,Straight Party,0,Libertarian,LBT,10,7,3
Macomb,CLINTON TOWNSHIP 14,Straight Party,0,Libertarian,LBT,2,2,0
Macomb,CLINTON TOWNSHIP 15,Straight Party,0,Libertarian,LBT,2,1,1
Macomb,CLINTON TOWNSHIP 16,Straight Party,0,Libertarian,LBT,4,2,2
Macomb,CLINTON TOWNSHIP 17,Straight Party,0,Libertarian,LBT,10,6,4
Macomb,CLINTON TOWNSHIP 18,Straight Party,0,Libertarian,LBT,3,3,0
Macomb,CLINTON TOWNSHIP 19,Straight Party,0,Libertarian,LBT,2,2,0
Macomb,CLINTON TOWNSHIP 20,Straight Party,0,Libertarian,LBT,4,3,1
Macomb,CLINTON TOWNSHIP 21,Straight Party,0,Libertarian,LBT,0,0,0
Macomb,CLINTON TOWNSHIP 22,Straight Party,0,Libertarian,LBT,5,1,4
Macomb,CLINTON TOWNSHIP 23,Straight Party,0,Libertarian,LBT,6,3,3
Macomb,CLINTON TOWNSHIP 24,Straight Party,0,Libertarian,LBT,2,2,0
Macomb,CLINTON TOWNSHIP 25,Straight Party,0,Libertarian,LBT,5,3,2
Macomb,CLINTON TOWNSHIP 26,Straight Party,0,Libertarian,LBT,5,4,1
Macomb,CLINTON TOWNSHIP 27,Straight Party,0,Libertarian,LBT,3,0,3
Macomb,CLINTON TOWNSHIP 28,Straight Party,0,Libertarian,LBT,10,7,3
Macomb,CLINTON TOWNSHIP 29,Straight Party,0,Libertarian,LBT,6,5,1
Macomb,CLINTON TOWNSHIP 30,Straight Party,0,Libertarian,LBT,4,3,1
Macomb,CLINTON TOWNSHIP 31,Straight Party,0,Libertarian,LBT,2,2,0
Macomb,CLINTON TOWNSHIP 32,Straight Party,0,Libertarian,LBT,3,1,2
Macomb,CLINTON TOWNSHIP 33,Straight Party,0,Libertarian,LBT,9,6,3
Macomb,CLINTON TOWNSHIP 34,Straight Party,0,Libertarian,LBT,22,12,10
Macomb,CLINTON TOWNSHIP 35,Straight Party,0,Libertarian,LBT,3,3,0
Macomb,CLINTON TOWNSHIP 36,Straight Party,0,Libertarian,LBT,10,3,7
Macomb,CLINTON TOWNSHIP 37,Straight Party,0,Libertarian,LBT,7,3,4
Macomb,CLINTON TOWNSHIP 38,Straight Party,0,Libertarian,LBT,7,2,5
Macomb,CLINTON TOWNSHIP 39,Straight Party,0,Libertarian,LBT,6,4,2
Macomb,CLINTON TOWNSHIP 40,Straight Party,0,Libertarian,LBT,7,2,5
Macomb,CLINTON TOWNSHIP 41,Straight Party,0,Libertarian,LBT,11,8,3
Macomb,CLINTON TOWNSHIP 42,Straight Party,0,Libertarian,LBT,15,8,7
Macomb,CLINTON TOWNSHIP 43,Straight Party,0,Libertarian,LBT,7,4,3
Macomb,CLINTON TOWNSHIP 44,Straight Party,0,Libertarian,LBT,6,3,3
Macomb,CLINTON TOWNSHIP 45,Straight Party,0,Libertarian,LBT,4,3,1
Macomb,CLINTON TOWNSHIP 46,Straight Party,0,Libertarian,LBT,9,3,6
Macomb,EASTPOINTE 1,Straight Party,0,Libertarian,LBT,2,2,0
Macomb,EASTPOINTE 2,Straight Party,0,Libertarian,LBT,5,3,2
Macomb,EASTPOINTE 3,Straight Party,0,Libertarian,LBT,7,6,1
Macomb,EASTPOINTE 4,Straight Party,0,Libertarian,LBT,9,2,7
Macomb,EASTPOINTE 5,Straight Party,0,Libertarian,LBT,10,9,1
Macomb,EASTPOINTE 6,Straight Party,0,Libertarian,LBT,7,4,3
Macomb,EASTPOINTE 7,Straight Party,0,Libertarian,LBT,3,1,2
Macomb,EASTPOINTE 8,Straight Party,0,Libertarian,LBT,5,4,1
Macomb,EASTPOINTE 9,Straight Party,0,Libertarian,LBT,6,3,3
Macomb,EASTPOINTE 10,Straight Party,0,Libertarian,LBT,2,2,0
Macomb,EASTPOINTE 11,Straight Party,0,Libertarian,LBT,4,4,0
Macomb,EASTPOINTE 12,Straight Party,0,Libertarian,LBT,6,3,3
Macomb,EASTPOINTE 13,Straight Party,0,Libertarian,LBT,0,0,0
Macomb,EASTPOINTE 14,Straight Party,0,Libertarian,LBT,4,1,3
Macomb,FRASER 1,Straight Party,0,Libertarian,LBT,2,2,0
Macomb,FRASER 2,Straight Party,0,Libertarian,LBT,5,2,3
Macomb,FRASER 3,Straight Party,0,Libertarian,LBT,7,5,2
Macomb,FRASER 4,Straight Party,0,Libertarian,LBT,5,5,0
Macomb,FRASER 5,Straight Party,0,Libertarian,LBT,5,3,2
Macomb,FRASER 6,Straight Party,0,Libertarian,LBT,6,3,3
Macomb,FRASER 7,Straight Party,0,Libertarian,LBT,6,3,3
Macomb,GROSSE POINTE SHORES 3,Straight Party,0,Libertarian,LBT,0,0,0
Macomb,HARRISON TOWNSHIP 1,Straight Party,0,Libertarian,LBT,5,5,0
Macomb,HARRISON TOWNSHIP 2,Straight Party,0,Libertarian,LBT,12,9,3
Macomb,HARRISON TOWNSHIP 3,Straight Party,0,Libertarian,LBT,5,4,1
Macomb,HARRISON TOWNSHIP 4,Straight Party,0,Libertarian,LBT,7,3,4
Macomb,HARRISON TOWNSHIP 5,Straight Party,0,Libertarian,LBT,1,1,0
Macomb,HARRISON TOWNSHIP 6,Straight Party,0,Libertarian,LBT,6,3,3
Macomb,HARRISON TOWNSHIP 7,Straight Party,0,Libertarian,LBT,3,2,1
Macomb,HARRISON TOWNSHIP 8,Straight Party,0,Libertarian,LBT,5,4,1
Macomb,HARRISON TOWNSHIP 9,Straight Party,0,Libertarian,LBT,3,0,3
Macomb,HARRISON TOWNSHIP 10,Straight Party,0,Libertarian,LBT,7,3,4
Macomb,LENOX TOWNSHIP 1,Straight Party,0,Libertarian,LBT,6,5,1
Macomb,LENOX TOWNSHIP 2,Straight Party,0,Libertarian,LBT,9,6,3
Macomb,LENOX TOWNSHIP 3,Straight Party,0,Libertarian,LBT,13,7,6
Macomb,LENOX TOWNSHIP 4,Straight Party,0,Libertarian,LBT,7,5,2
Macomb,MACOMB TOWNSHIP 1,Straight Party,0,Libertarian,LBT,4,3,1
Macomb,MACOMB TOWNSHIP 2,Straight Party,0,Libertarian,LBT,7,7,0
Macomb,MACOMB TOWNSHIP 3,Straight Party,0,Libertarian,LBT,3,1,2
Macomb,MACOMB TOWNSHIP 4,Straight Party,0,Libertarian,LBT,5,4,1
Macomb,MACOMB TOWNSHIP 5,Straight Party,0,Libertarian,LBT,4,3,1
Macomb,MACOMB TOWNSHIP 6,Straight Party,0,Libertarian,LBT,7,3,4
Macomb,MACOMB TOWNSHIP 7,Straight Party,0,Libertarian,LBT,4,1,3
Macomb,MACOMB TOWNSHIP 8,Straight Party,0,Libertarian,LBT,2,0,2
Macomb,MACOMB TOWNSHIP 9,Straight Party,0,Libertarian,LBT,2,2,0
Macomb,MACOMB TOWNSHIP 10,Straight Party,0,Libertarian,LBT,9,6,3
Macomb,MACOMB TOWNSHIP 11,Straight Party,0,Libertarian,LBT,4,1,3
Macomb,MACOMB TOWNSHIP 12,Straight Party,0,Libertarian,LBT,0,0,0
Macomb,MACOMB TOWNSHIP 13,Straight Party,0,Libertarian,LBT,2,1,1
Macomb,MACOMB TOWNSHIP 14,Straight Party,0,Libertarian,LBT,2,0,2
Macomb,MACOMB TOWNSHIP 15,Straight Party,0,Libertarian,LBT,4,2,2
Macomb,MACOMB TOWNSHIP 16,Straight Party,0,Libertarian,LBT,6,2,4
Macomb,MACOMB TOWNSHIP 17,Straight Party,0,Libertarian,LBT,5,1,4
Macomb,MACOMB TOWNSHIP 18,Straight Party,0,Libertarian,LBT,6,2,4
Macomb,MACOMB TOWNSHIP 19,Straight Party,0,Libertarian,LBT,8,5,3
Macomb,MACOMB TOWNSHIP 20,Straight Party,0,Libertarian,LBT,5,4,1
Macomb,MACOMB TOWNSHIP 21,Straight Party,0,Libertarian,LBT,4,2,2
Macomb,MACOMB TOWNSHIP 22,Straight Party,0,Libertarian,LBT,2,1,1
Macomb,MACOMB TOWNSHIP 23,Straight Party,0,Libertarian,LBT,5,2,3
Macomb,MACOMB TOWNSHIP 24,Straight Party,0,Libertarian,LBT,3,1,2
Macomb,MACOMB TOWNSHIP 25,Straight Party,0,Libertarian,LBT,5,3,2
Macomb,MACOMB TOWNSHIP 26,Straight Party,0,Libertarian,LBT,5,2,3
Macomb,MACOMB TOWNSHIP 27,Straight Party,0,Libertarian,LBT,5,4,1
Macomb,MACOMB TOWNSHIP 28,Straight Party,0,Libertarian,LBT,2,2,0
Macomb,MACOMB TOWNSHIP 29,Straight Party,0,Libertarian,LBT,7,2,5
Macomb,MACOMB TOWNSHIP 30,Straight Party,0,Libertarian,LBT,2,1,1
Macomb,MACOMB TOWNSHIP 31,Straight Party,0,Libertarian,LBT,3,3,0
Macomb,MACOMB TOWNSHIP 32,Straight Party,0,Libertarian,LBT,3,1,2
Macomb,MACOMB TOWNSHIP 33,Straight Party,0,Libertarian,LBT,4,4,0
Macomb,MACOMB TOWNSHIP 34,Straight Party,0,Libertarian,LBT,1,0,1
Macomb,MACOMB TOWNSHIP 35,Straight Party,0,Libertarian,LBT,3,3,0
Macomb,MACOMB TOWNSHIP 36,Straight Party,0,Libertarian,LBT,5,1,4
Macomb,MACOMB TOWNSHIP 37,Straight Party,0,Libertarian,LBT,0,0,0
Macomb,MEMPHIS 1,Straight Party,0,Libertarian,LBT,1,1,0
Macomb,MOUNT CLEMENS 1,Straight Party,0,Libertarian,LBT,4,3,1
Macomb,MOUNT CLEMENS 2,Straight Party,0,Libertarian,LBT,8,6,2
Macomb,MOUNT CLEMENS 3,Straight Party,0,Libertarian,LBT,8,2,6
Macomb,MOUNT CLEMENS 4,Straight Party,0,Libertarian,LBT,6,3,3
Macomb,MOUNT CLEMENS 6,Straight Party,0,Libertarian,LBT,10,5,5
Macomb,MOUNT CLEMENS 9,Straight Party,0,Libertarian,LBT,4,3,1
Macomb,NEW BALTIMORE 1,Straight Party,0,Libertarian,LBT,6,2,4
Macomb,NEW BALTIMORE 2,Straight Party,0,Libertarian,LBT,5,4,1
Macomb,NEW BALTIMORE 3,Straight Party,0,Libertarian,LBT,7,5,2
Macomb,NEW BALTIMORE 4,Straight Party,0,Libertarian,LBT,2,0,2
Macomb,NEW BALTIMORE 5,Straight Party,0,Libertarian,LBT,6,2,4
Macomb,RAY TOWNSHIP 1,Straight Party,0,Libertarian,LBT,4,2,2
Macomb,RAY TOWNSHIP 2,Straight Party,0,Libertarian,LBT,4,2,2
Macomb,RICHMOND CITY 1,Straight Party,0,Libertarian,LBT,3,2,1
Macomb,RICHMOND CITY 2,Straight Party,0,Libertarian,LBT,8,7,1
Macomb,RICHMOND TOWNSHIP 1,Straight Party,0,Libertarian,LBT,3,3,0
Macomb,RICHMOND TOWNSHIP 2,Straight Party,0,Libertarian,LBT,2,2,0
Macomb,ROSEVILLE 1,Straight Party,0,Libertarian,LBT,13,9,4
Macomb,ROSEVILLE 2,Straight Party,0,Libertarian,LBT,14,6,8
Macomb,ROSEVILLE 3,Straight Party,0,Libertarian,LBT,3,1,2
Macomb,ROSEVILLE 4,Straight Party,0,Libertarian,LBT,5,3,2
Macomb,ROSEVILLE 5,Straight Party,0,Libertarian,LBT,10,10,0
Macomb,ROSEVILLE 6,Straight Party,0,Libertarian,LBT,17,11,6
Macomb,ROSEVILLE 7,Straight Party,0,Libertarian,LBT,12,7,5
Macomb,ROSEVILLE 8,Straight Party,0,Libertarian,LBT,8,5,3
Macomb,ROSEVILLE 9,Straight Party,0,Libertarian,LBT,11,9,2
Macomb,ROSEVILLE 10,Straight Party,0,Libertarian,LBT,6,4,2
Macomb,ROSEVILLE 11,Straight Party,0,Libertarian,LBT,4,3,1
Macomb,ROSEVILLE 12,Straight Party,0,Libertarian,LBT,7,3,4
Macomb,ROSEVILLE 13,Straight Party,0,Libertarian,LBT,7,6,1
Macomb,ROSEVILLE 14,Straight Party,0,Libertarian,LBT,3,2,1
Macomb,ROSEVILLE 15,Straight Party,0,Libertarian,LBT,5,4,1
Macomb,SHELBY TOWNSHIP 1,Straight Party,0,Libertarian,LBT,3,2,1
Macomb,SHELBY TOWNSHIP 2,Straight Party,0,Libertarian,LBT,3,0,3
Macomb,SHELBY TOWNSHIP 3,Straight Party,0,Libertarian,LBT,3,2,1
Macomb,SHELBY TOWNSHIP 4,Straight Party,0,Libertarian,LBT,6,5,1
Macomb,SHELBY TOWNSHIP 5,Straight Party,0,Libertarian,LBT,3,2,1
Macomb,SHELBY TOWNSHIP 6,Straight Party,0,Libertarian,LBT,10,3,7
Macomb,SHELBY TOWNSHIP 7,Straight Party,0,Libertarian,LBT,7,6,1
Macomb,SHELBY TOWNSHIP 8,Straight Party,0,Libertarian,LBT,7,5,2
Macomb,SHELBY TOWNSHIP 9,Straight Party,0,Libertarian,LBT,3,2,1
Macomb,SHELBY TOWNSHIP 10,Straight Party,0,Libertarian,LBT,5,3,2
Macomb,SHELBY TOWNSHIP 11,Straight Party,0,Libertarian,LBT,11,8,3
Macomb,SHELBY TOWNSHIP 12,Straight Party,0,Libertarian,LBT,1,1,0
Macomb,SHELBY TOWNSHIP 13,Straight Party,0,Libertarian,LBT,1,1,0
Macomb,SHELBY TOWNSHIP 14,Straight Party,0,Libertarian,LBT,7,5,2
Macomb,SHELBY TOWNSHIP 15,Straight Party,0,Libertarian,LBT,8,3,5
Macomb,SHELBY TOWNSHIP 16,Straight Party,0,Libertarian,LBT,4,2,2
Macomb,SHELBY TOWNSHIP 17,Straight Party,0,Libertarian,LBT,5,4,1
Macomb,SHELBY TOWNSHIP 18,Straight Party,0,Libertarian,LBT,7,4,3
Macomb,SHELBY TOWNSHIP 19,Straight Party,0,Libertarian,LBT,0,0,0
Macomb,SHELBY TOWNSHIP 20,Straight Party,0,Libertarian,LBT,4,2,2
Macomb,SHELBY TOWNSHIP 21,Straight Party,0,Libertarian,LBT,7,5,2
Macomb,SHELBY TOWNSHIP 22,Straight Party,0,Libertarian,LBT,3,2,1
Macomb,SHELBY TOWNSHIP 23,Straight Party,0,Libertarian,LBT,6,4,2
Macomb,SHELBY TOWNSHIP 24,Straight Party,0,Libertarian,LBT,3,1,2
Macomb,SHELBY TOWNSHIP 25,Straight Party,0,Libertarian,LBT,5,3,2
Macomb,SHELBY TOWNSHIP 26,Straight Party,0,Libertarian,LBT,3,2,1
