county,precinct,office,district,candidate,party,votes,election_day,absentee
Iron,"Stambaugh Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,0,,
Iron,"Stambaugh Township, Precinct 1",U.S. Senate,,Write-In,,1,,
Iron,"Stambaugh Township, Precinct 1",U.S. House,1,Dana Ferguson,DEM,257,,
Iron,"Stambaugh Township, Precinct 1",U.S. House,1,Jack Bergman,REP,534,,
Iron,"Stambaugh Township, Precinct 1",U.S. House,1,Ben Boren,LIB,6,,
Iron,"Stambaugh Township, Precinct 1",U.S. House,1,Write-In,,0,,
Iron,"Stambaugh Township, Precinct 1",State House,110,Janet Metsa,DEM,293,,
Iron,"Stambaugh Township, Precinct 1",State House,110,Gregory Markkanen,REP,496,,
Iron,"Stambaugh Township, Precinct 1",State House,110,Rick Sauermilch,GRN,5,,
Iron,"Stambaugh Township, Precinct 1",State House,110,Write-In,,2,,
Arenac,Adams Township,Ballots Cast,,,,320,,
Arenac,Arenac Township,Ballots Cast,,,,501,,
Arenac,AuGres Township,Ballots Cast,,,,626,,
Arenac,Clayton Township,Ballots Cast,,,,532,,
Arenac,Deep River Township,Ballots Cast,,,,1185,,
Arenac,Lincoln Township,Ballots Cast,,,,501,,
Arenac,Mason Township,Ballots Cast,,,,383,,
Arenac,Moffatt Township,Ballots Cast,,,,835,,
Arenac,Sims Township,Ballots Cast,,,,765,,
Arenac,Standish Township,Ballots Cast,,,,949,,
Arenac,Turner Township,Ballots Cast,,,,319,,
Arenac,Whitney Twp,Ballots Cast,,,,642,,
Arenac,AuGres City,Ballots Cast,,,,531,,
Arenac,Omer City,Ballots Cast,,,,176,,
Arenac,Standish City,Ballots Cast,,,,620,,
Arenac,Adams Township,President,,Joseph R. Biden,DEM,75,,
Arenac,Arenac Township,President,,Joseph R. Biden,DEM,143,,
Arenac,AuGres Township,President,,Joseph R. Biden,DEM,167,,
Arenac,Clayton Township,President,,Joseph R. Biden,DEM,163,,
Arenac,Deep River Township,President,,Joseph R. Biden,DEM,396,,
Arenac,Lincoln Township,President,,Joseph R. Biden,DEM,124,,
Arenac,Mason Township,President,,Joseph R. Biden,DEM,104,,
Arenac,Moffatt Township,President,,Joseph R. Biden,DEM,272,,
Arenac,Sims Township,President,,Joseph R. Biden,DEM,264,,
Arenac,Standish Township,President,,Joseph R. Biden,DEM,351,,
Arenac,Turner Township,President,,Joseph R. Biden,DEM,66,,
Arenac,Whitney Twp,President,,Joseph R. Biden,DEM,217,,
Arenac,AuGres City,President,,Joseph R. Biden,DEM,176,,
Arenac,Omer City,President,,Joseph R. Biden,DEM,53,,
Arenac,Standish City,President,,Joseph R. Biden,DEM,203,,
Arenac,Adams Township,President,,Donald J. Trump,REP,235,,
Arenac,Arenac Township,President,,Donald J. Trump,REP,350,,
Arenac,AuGres Township,President,,Donald J. Trump,REP,442,,
Arenac,Clayton Township,President,,Donald J. Trump,REP,358,,
Arenac,Deep River Township,President,,Donald J. Trump,REP,770,,
Arenac,Lincoln Township,President,,Donald J. Trump,REP,369,,
Arenac,Mason Township,President,,Donald J. Trump,REP,268,,
Arenac,Moffatt Township,President,,Donald J. Trump,REP,551,,
Arenac,Sims Township,President,,Donald J. Trump,REP,489,,
Arenac,Standish Township,President,,Donald J. Trump,REP,577,,
Arenac,Turner Township,President,,Donald J. Trump,REP,247,,
Arenac,Whitney Twp,President,,Donald J. Trump,REP,414,,
Arenac,AuGres City,President,,Donald J. Trump,REP,342,,
Arenac,Omer City,President,,Donald J. Trump,REP,118,,
Arenac,Standish City,President,,Donald J. Trump,REP,398,,
Arenac,Adams Township,President,,Jo Jorgensen,LIB,7,,
Arenac,Arenac Township,President,,Jo Jorgensen,LIB,2,,
Arenac,AuGres Township,President,,Jo Jorgensen,LIB,10,,
Arenac,Clayton Township,President,,Jo Jorgensen,LIB,3,,
Arenac,Deep River Township,President,,Jo Jorgensen,LIB,15,,
Arenac,Lincoln Township,President,,Jo Jorgensen,LIB,2,,
Arenac,Mason Township,President,,Jo Jorgensen,LIB,6,,
Arenac,Moffatt Township,President,,Jo Jorgensen,LIB,7,,
Arenac,Sims Township,President,,Jo Jorgensen,LIB,3,,
Arenac,Standish Township,President,,Jo Jorgensen,LIB,14,,
Arenac,Turner Township,President,,Jo Jorgensen,LIB,4,,
Arenac,Whitney Twp,President,,Jo Jorgensen,LIB,2,,
Arenac,AuGres City,President,,Jo Jorgensen,LIB,4,,
Arenac,Omer City,President,,Jo Jorgensen,LIB,2,,
Arenac,Standish City,President,,Jo Jorgensen,LIB,16,,
Arenac,Adams Township,President,,Don Blankenship,UST,1,,
Arenac,Arenac Township,President,,Don Blankenship,UST,1,,
Arenac,AuGres Township,President,,Don Blankenship,UST,0,,
Arenac,Clayton Township,President,,Don Blankenship,UST,2,,
Arenac,Deep River Township,President,,Don Blankenship,UST,2,,
Arenac,Lincoln Township,President,,Don Blankenship,UST,1,,
Arenac,Mason Township,President,,Don Blankenship,UST,0,,
Arenac,Moffatt Township,President,,Don Blankenship,UST,2,,
Arenac,Sims Township,President,,Don Blankenship,UST,1,,
Arenac,Standish Township,President,,Don Blankenship,UST,3,,
Arenac,Turner Township,President,,Don Blankenship,UST,0,,
Arenac,Whitney Twp,President,,Don Blankenship,UST,1,,
Arenac,AuGres City,President,,Don Blankenship,UST,3,,
Arenac,Omer City,President,,Don Blankenship,UST,0,,
Arenac,Standish City,President,,Don Blankenship,UST,0,,
Arenac,Adams Township,President,,Howie Hawkins,GRN,0,,
Arenac,Arenac Township,President,,Howie Hawkins,GRN,2,,
Arenac,AuGres Township,President,,Howie Hawkins,GRN,3,,
Arenac,Clayton Township,President,,Howie Hawkins,GRN,1,,
Arenac,Deep River Township,President,,Howie Hawkins,GRN,0,,
Arenac,Lincoln Township,President,,Howie Hawkins,GRN,1,,
Arenac,Mason Township,President,,Howie Hawkins,GRN,1,,
Arenac,Moffatt Township,President,,Howie Hawkins,GRN,1,,
Arenac,Sims Township,President,,Howie Hawkins,GRN,0,,
Arenac,Standish Township,President,,Howie Hawkins,GRN,1,,
Arenac,Turner Township,President,,Howie Hawkins,GRN,0,,
Arenac,Whitney Twp,President,,Howie Hawkins,GRN,0,,
Arenac,AuGres City,President,,Howie Hawkins,GRN,1,,
Arenac,Omer City,President,,Howie Hawkins,GRN,1,,
Arenac,Standish City,President,,Howie Hawkins,GRN,0,,
Arenac,Adams Township,President,,Rocky De La Fuente,NLP,0,,
Arenac,Arenac Township,President,,Rocky De La Fuente,NLP,0,,
Arenac,AuGres Township,President,,Rocky De La Fuente,NLP,0,,
Arenac,Clayton Township,President,,Rocky De La Fuente,NLP,1,,
Arenac,Deep River Township,President,,Rocky De La Fuente,NLP,0,,
Arenac,Lincoln Township,President,,Rocky De La Fuente,NLP,2,,
Arenac,Mason Township,President,,Rocky De La Fuente,NLP,0,,
Arenac,Moffatt Township,President,,Rocky De La Fuente,NLP,0,,
Arenac,Sims Township,President,,Rocky De La Fuente,NLP,0,,
Arenac,Standish Township,President,,Rocky De La Fuente,NLP,0,,
Arenac,Turner Township,President,,Rocky De La Fuente,NLP,0,,
Arenac,Whitney Twp,President,,Rocky De La Fuente,NLP,0,,
Arenac,AuGres City,President,,Rocky De La Fuente,NLP,0,,
Arenac,Omer City,President,,Rocky De La Fuente,NLP,0,,
Arenac,Standish City,President,,Rocky De La Fuente,NLP,0,,
Arenac,Adams Township,U.S. Senate,,Gary Peters,DEM,78,,
Arenac,Arenac Township,U.S. Senate,,Gary Peters,DEM,177,,
Arenac,AuGres Township,U.S. Senate,,Gary Peters,DEM,200,,
Arenac,Clayton Township,U.S. Senate,,Gary Peters,DEM,177,,
Arenac,Deep River Township,U.S. Senate,,Gary Peters,DEM,426,,
Arenac,Lincoln Township,U.S. Senate,,Gary Peters,DEM,138,,
Arenac,Mason Township,U.S. Senate,,Gary Peters,DEM,123,,
Arenac,Moffatt Township,U.S. Senate,,Gary Peters,DEM,284,,
Arenac,Sims Township,U.S. Senate,,Gary Peters,DEM,285,,
Arenac,Standish Township,U.S. Senate,,Gary Peters,DEM,396,,
Arenac,Turner Township,U.S. Senate,,Gary Peters,DEM,80,,
Arenac,Whitney Twp,U.S. Senate,,Gary Peters,DEM,244,,
Arenac,AuGres City,U.S. Senate,,Gary Peters,DEM,192,,
Arenac,Omer City,U.S. Senate,,Gary Peters,DEM,64,,
Arenac,Standish City,U.S. Senate,,Gary Peters,DEM,221,,
Arenac,Adams Township,U.S. Senate,,John James,REP,219,,
Arenac,Arenac Township,U.S. Senate,,John James,REP,302,,
Arenac,AuGres Township,U.S. Senate,,John James,REP,394,,
Arenac,Clayton Township,U.S. Senate,,John James,REP,340,,
Arenac,Deep River Township,U.S. Senate,,John James,REP,722,,
Arenac,Lincoln Township,U.S. Senate,,John James,REP,339,,
Arenac,Mason Township,U.S. Senate,,John James,REP,237,,
Arenac,Moffatt Township,U.S. Senate,,John James,REP,516,,
Arenac,Sims Township,U.S. Senate,,John James,REP,461,,
Arenac,Standish Township,U.S. Senate,,John James,REP,508,,
Arenac,Turner Township,U.S. Senate,,John James,REP,227,,
Arenac,Whitney Twp,U.S. Senate,,John James,REP,382,,
Arenac,AuGres City,U.S. Senate,,John James,REP,322,,
Arenac,Omer City,U.S. Senate,,John James,REP,101,,
Arenac,Standish City,U.S. Senate,,John James,REP,373,,
Arenac,Adams Township,U.S. Senate,,Valerie L. Willis,UST,8,,
Arenac,Arenac Township,U.S. Senate,,Valerie L. Willis,UST,8,,
Arenac,AuGres Township,U.S. Senate,,Valerie L. Willis,UST,10,,
Arenac,Clayton Township,U.S. Senate,,Valerie L. Willis,UST,7,,
Arenac,Deep River Township,U.S. Senate,,Valerie L. Willis,UST,10,,
Arenac,Lincoln Township,U.S. Senate,,Valerie L. Willis,UST,6,,
Arenac,Mason Township,U.S. Senate,,Valerie L. Willis,UST,6,,
Arenac,Moffatt Township,U.S. Senate,,Valerie L. Willis,UST,15,,
Arenac,Sims Township,U.S. Senate,,Valerie L. Willis,UST,4,,
Arenac,Standish Township,U.S. Senate,,Valerie L. Willis,UST,13,,
Arenac,Turner Township,U.S. Senate,,Valerie L. Willis,UST,4,,
Arenac,Whitney Twp,U.S. Senate,,Valerie L. Willis,UST,5,,
Arenac,AuGres City,U.S. Senate,,Valerie L. Willis,UST,3,,
Arenac,Omer City,U.S. Senate,,Valerie L. Willis,UST,1,,
Arenac,Standish City,U.S. Senate,,Valerie L. Willis,UST,3,,
Arenac,Adams Township,U.S. Senate,,Marcia Squier,GRN,1,,
Arenac,Arenac Township,U.S. Senate,,Marcia Squier,GRN,0,,
Arenac,AuGres Township,U.S. Senate,,Marcia Squier,GRN,2,,
Arenac,Clayton Township,U.S. Senate,,Marcia Squier,GRN,1,,
Arenac,Deep River Township,U.S. Senate,,Marcia Squier,GRN,6,,
Arenac,Lincoln Township,U.S. Senate,,Marcia Squier,GRN,1,,
Arenac,Mason Township,U.S. Senate,,Marcia Squier,GRN,3,,
Arenac,Moffatt Township,U.S. Senate,,Marcia Squier,GRN,7,,
Arenac,Sims Township,U.S. Senate,,Marcia Squier,GRN,3,,
Arenac,Standish Township,U.S. Senate,,Marcia Squier,GRN,9,,
Arenac,Turner Township,U.S. Senate,,Marcia Squier,GRN,2,,
Arenac,Whitney Twp,U.S. Senate,,Marcia Squier,GRN,2,,
Arenac,AuGres City,U.S. Senate,,Marcia Squier,GRN,2,,
Arenac,Omer City,U.S. Senate,,Marcia Squier,GRN,2,,
Arenac,Standish City,U.S. Senate,,Marcia Squier,GRN,7,,
Arenac,Adams Township,U.S. Senate,,Doug Dern,NLP,0,,
Arenac,Arenac Township,U.S. Senate,,Doug Dern,NLP,0,,
Arenac,AuGres Township,U.S. Senate,,Doug Dern,NLP,3,,
Arenac,Clayton Township,U.S. Senate,,Doug Dern,NLP,3,,
Arenac,Deep River Township,U.S. Senate,,Doug Dern,NLP,2,,
Arenac,Lincoln Township,U.S. Senate,,Doug Dern,NLP,4,,
Arenac,Mason Township,U.S. Senate,,Doug Dern,NLP,3,,
Arenac,Moffatt Township,U.S. Senate,,Doug Dern,NLP,4,,
Arenac,Sims Township,U.S. Senate,,Doug Dern,NLP,1,,
Arenac,Standish Township,U.S. Senate,,Doug Dern,NLP,7,,
Arenac,Turner Township,U.S. Senate,,Doug Dern,NLP,0,,
Arenac,Whitney Twp,U.S. Senate,,Doug Dern,NLP,1,,
Arenac,AuGres City,U.S. Senate,,Doug Dern,NLP,1,,
Arenac,Omer City,U.S. Senate,,Doug Dern,NLP,0,,
Arenac,Standish City,U.S. Senate,,Doug Dern,NLP,4,,
Arenac,Adams Township,U.S. House,5,Dan Kildee,DEM,77,,
Arenac,Arenac Township,U.S. House,5,Dan Kildee,DEM,154,,
Arenac,AuGres Township,U.S. House,5,Dan Kildee,DEM,180,,
Arenac,Clayton Township,U.S. House,5,Dan Kildee,DEM,183,,
Arenac,Deep River Township,U.S. House,5,Dan Kildee,DEM,437,,
Arenac,Lincoln Township,U.S. House,5,Dan Kildee,DEM,143,,
Arenac,Mason Township,U.S. House,5,Dan Kildee,DEM,114,,
Arenac,Moffatt Township,U.S. House,5,Dan Kildee,DEM,277,,
Arenac,Sims Township,U.S. House,5,Dan Kildee,DEM,275,,
Arenac,Standish Township,U.S. House,5,Dan Kildee,DEM,392,,
Arenac,Turner Township,U.S. House,5,Dan Kildee,DEM,76,,
Arenac,Whitney Twp,U.S. House,5,Dan Kildee,DEM,243,,
Arenac,AuGres City,U.S. House,5,Dan Kildee,DEM,178,,
Arenac,Omer City,U.S. House,5,Dan Kildee,DEM,61,,
Arenac,Standish City,U.S. House,5,Dan Kildee,DEM,224,,
Arenac,Adams Township,U.S. House,5,Tim Kelly,REP,203,,
Arenac,Arenac Township,U.S. House,5,Tim Kelly,REP,300,,
Arenac,AuGres Township,U.S. House,5,Tim Kelly,REP,401,,
Arenac,Clayton Township,U.S. House,5,Tim Kelly,REP,310,,
Arenac,Deep River Township,U.S. House,5,Tim Kelly,REP,659,,
Arenac,Lincoln Township,U.S. House,5,Tim Kelly,REP,309,,
Arenac,Mason Township,U.S. House,5,Tim Kelly,REP,238,,
Arenac,Moffatt Township,U.S. House,5,Tim Kelly,REP,494,,
Arenac,Sims Township,U.S. House,5,Tim Kelly,REP,450,,
Arenac,Standish Township,U.S. House,5,Tim Kelly,REP,482,,
Arenac,Turner Township,U.S. House,5,Tim Kelly,REP,225,,
Arenac,Whitney Twp,U.S. House,5,Tim Kelly,REP,368,,
Arenac,AuGres City,U.S. House,5,Tim Kelly,REP,323,,
Arenac,Omer City,U.S. House,5,Tim Kelly,REP,98,,
Arenac,Standish City,U.S. House,5,Tim Kelly,REP,344,,
Arenac,Adams Township,U.S. House,5,James Harris,LIB,5,,
Arenac,Arenac Township,U.S. House,5,James Harris,LIB,8,,
Arenac,AuGres Township,U.S. House,5,James Harris,LIB,11,,
Arenac,Clayton Township,U.S. House,5,James Harris,LIB,7,,
Arenac,Deep River Township,U.S. House,5,James Harris,LIB,18,,
Arenac,Lincoln Township,U.S. House,5,James Harris,LIB,4,,
Arenac,Mason Township,U.S. House,5,James Harris,LIB,8,,
Arenac,Moffatt Township,U.S. House,5,James Harris,LIB,12,,
Arenac,Sims Township,U.S. House,5,James Harris,LIB,6,,
Arenac,Standish Township,U.S. House,5,James Harris,LIB,18,,
Arenac,Turner Township,U.S. House,5,James Harris,LIB,3,,
Arenac,Whitney Twp,U.S. House,5,James Harris,LIB,1,,
Arenac,AuGres City,U.S. House,5,James Harris,LIB,2,,
Arenac,Omer City,U.S. House,5,James Harris,LIB,2,,
Arenac,Standish City,U.S. House,5,James Harris,LIB,20,,
Arenac,Adams Township,U.S. House,5,Kathy Goodwin,WCP,11,,
Arenac,Arenac Township,U.S. House,5,Kathy Goodwin,WCP,18,,
Arenac,AuGres Township,U.S. House,5,Kathy Goodwin,WCP,12,,
Arenac,Clayton Township,U.S. House,5,Kathy Goodwin,WCP,18,,
Arenac,Deep River Township,U.S. House,5,Kathy Goodwin,WCP,34,,
Arenac,Lincoln Township,U.S. House,5,Kathy Goodwin,WCP,19,,
Arenac,Mason Township,U.S. House,5,Kathy Goodwin,WCP,8,,
Arenac,Moffatt Township,U.S. House,5,Kathy Goodwin,WCP,30,,
Arenac,Sims Township,U.S. House,5,Kathy Goodwin,WCP,18,,
Arenac,Standish Township,U.S. House,5,Kathy Goodwin,WCP,24,,
Arenac,Turner Township,U.S. House,5,Kathy Goodwin,WCP,8,,
Arenac,Whitney Twp,U.S. House,5,Kathy Goodwin,WCP,11,,
Arenac,AuGres City,U.S. House,5,Kathy Goodwin,WCP,12,,
Arenac,Omer City,U.S. House,5,Kathy Goodwin,WCP,4,,
Arenac,Standish City,U.S. House,5,Kathy Goodwin,WCP,15,,
Arenac,Adams Township,State House,97,Celia Young-Wenkel,DEM,86,,
Arenac,Arenac Township,State House,97,Celia Young-Wenkel,DEM,149,,
Arenac,AuGres Township,State House,97,Celia Young-Wenkel,DEM,156,,
Arenac,Clayton Township,State House,97,Celia Young-Wenkel,DEM,159,,
Arenac,Deep River Township,State House,97,Celia Young-Wenkel,DEM,401,,
Arenac,Lincoln Township,State House,97,Celia Young-Wenkel,DEM,146,,
Arenac,Mason Township,State House,97,Celia Young-Wenkel,DEM,106,,
Arenac,Moffatt Township,State House,97,Celia Young-Wenkel,DEM,266,,
Arenac,Sims Township,State House,97,Celia Young-Wenkel,DEM,241,,
Arenac,Standish Township,State House,97,Celia Young-Wenkel,DEM,350,,
Arenac,Turner Township,State House,97,Celia Young-Wenkel,DEM,69,,
Arenac,Whitney Twp,State House,97,Celia Young-Wenkel,DEM,191,,
Arenac,AuGres City,State House,97,Celia Young-Wenkel,DEM,160,,
Arenac,Omer City,State House,97,Celia Young-Wenkel,DEM,56,,
Arenac,Standish City,State House,97,Celia Young-Wenkel,DEM,196,,
Arenac,Adams Township,State House,97,Jason Wentworth,REP,212,,
Arenac,Arenac Township,State House,97,Jason Wentworth,REP,320,,
Arenac,AuGres Township,State House,97,Jason Wentworth,REP,431,,
Arenac,Clayton Township,State House,97,Jason Wentworth,REP,343,,
Arenac,Deep River Township,State House,97,Jason Wentworth,REP,721,,
Arenac,Lincoln Township,State House,97,Jason Wentworth,REP,324,,
Arenac,Mason Township,State House,97,Jason Wentworth,REP,250,,
Arenac,Moffatt Township,State House,97,Jason Wentworth,REP,530,,
Arenac,Sims Township,State House,97,Jason Wentworth,REP,486,,
Arenac,Standish Township,State House,97,Jason Wentworth,REP,551,,
Arenac,Turner Township,State House,97,Jason Wentworth,REP,233,,
Arenac,Whitney Twp,State House,97,Jason Wentworth,REP,411,,
Arenac,AuGres City,State House,97,Jason Wentworth,REP,344,,
Arenac,Omer City,State House,97,Jason Wentworth,REP,108,,
Arenac,Standish City,State House,97,Jason Wentworth,REP,392,,
Montmorency,"Albert Township, Precinct 1",Ballots Cast,NA,NA,NA,1515,,
Montmorency,"Avery Township, Precinct 1",Ballots Cast,NA,NA,NA,398,,
Montmorency,"Briley Township, Precinct 1",Ballots Cast,NA,NA,NA,1088,,
Montmorency,"Hillman Township, Precinct 1",Ballots Cast,NA,NA,NA,1192,,
Montmorency,"Loud Township, Precinct 1",Ballots Cast,NA,NA,NA,191,,
Montmorency,"Montmorency Township, Precinct 1",Ballots Cast,NA,NA,NA,460,,
Montmorency,"Montmorency Township, Precinct 2",Ballots Cast,NA,NA,NA,375,,
Montmorency,"Rust Township, Precinct 1",Ballots Cast,NA,NA,NA,317,,
Montmorency,"Vienna Township, Precinct 1",Ballots Cast,NA,NA,NA,370,,
Montmorency,"Green Township, Precinct 1 (Alpena County)",Ballots Cast,NA,NA,NA,201,,
Montmorency,"Wellington Township, Precinct 1 (Alpena County)",Ballots Cast,NA,NA,NA,86,,
Montmorency,"Greenwood Township, Precinct 1 (Oscoda County)",Ballots Cast,NA,NA,NA,590,,
Montmorency,"Charlton Township, Precinct 1 (Otsego County)",Ballots Cast,NA,NA,NA,934,,
Montmorency,"Chester Township, Precinct 1 (Otsego County)",Ballots Cast,NA,NA,NA,508,,
Montmorency,"Dover Township, Precinct 1 (Otsego County)",Ballots Cast,NA,NA,NA,209,,
Montmorency,"Bismarck Township, Precinct 1 (Presque Isle County)",Ballots Cast,NA,NA,NA,4,,
Montmorency,"Albert Township, Precinct 1",President,NA,Joseph R. Biden,DEM,443,,
Montmorency,"Albert Township, Precinct 1",President,NA,Donald J. Trump,REP,1047,,
Montmorency,"Albert Township, Precinct 1",President,NA,Don Blankenship,UST,2,,
Montmorency,"Albert Township, Precinct 1",President,NA,Jo Jorgensen,LIB,9,,
Montmorency,"Albert Township, Precinct 1",President,NA,Howie Hawkins,GRN,4,,
Montmorency,"Albert Township, Precinct 1",President,NA,Rocky De La Fuente,NAT,0,,
Montmorency,"Albert Township, Precinct 1",President,NA,Write-Ins,NA,2,,
Montmorency,"Avery Township, Precinct 1",President,NA,Joseph R. Biden,DEM,84,,
Montmorency,"Avery Township, Precinct 1",President,NA,Donald J. Trump,REP,301,,
Montmorency,"Avery Township, Precinct 1",President,NA,Don Blankenship,UST,3,,
Montmorency,"Avery Township, Precinct 1",President,NA,Jo Jorgensen,LIB,2,,
Montmorency,"Avery Township, Precinct 1",President,NA,Howie Hawkins,GRN,1,,
Montmorency,"Avery Township, Precinct 1",President,NA,Rocky De La Fuente,NAT,0,,
Montmorency,"Avery Township, Precinct 1",President,NA,Write-Ins,NA,1,,
Montmorency,"Briley Township, Precinct 1",President,NA,Joseph R. Biden,DEM,305,,
Montmorency,"Briley Township, Precinct 1",President,NA,Donald J. Trump,REP,763,,
Montmorency,"Briley Township, Precinct 1",President,NA,Don Blankenship,UST,3,,
Montmorency,"Briley Township, Precinct 1",President,NA,Jo Jorgensen,LIB,9,,
Montmorency,"Briley Township, Precinct 1",President,NA,Howie Hawkins,GRN,1,,
Montmorency,"Briley Township, Precinct 1",President,NA,Rocky De La Fuente,NAT,0,,
Montmorency,"Briley Township, Precinct 1",President,NA,Write-Ins,NA,0,,
Montmorency,"Hillman Township, Precinct 1",President,NA,Joseph R. Biden,DEM,321,,
Montmorency,"Hillman Township, Precinct 1",President,NA,Donald J. Trump,REP,848,,
Montmorency,"Hillman Township, Precinct 1",President,NA,Don Blankenship,UST,2,,
Montmorency,"Hillman Township, Precinct 1",President,NA,Jo Jorgensen,LIB,5,,
Montmorency,"Hillman Township, Precinct 1",President,NA,Howie Hawkins,GRN,2,,
Montmorency,"Hillman Township, Precinct 1",President,NA,Rocky De La Fuente,NAT,0,,
Montmorency,"Hillman Township, Precinct 1",President,NA,Write-Ins,NA,1,,
Montmorency,"Loud Township, Precinct 1",President,NA,Joseph R. Biden,DEM,59,,
