organization,pacs,honoree,date,amount_usd
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Rep. Dan Newhouse,2025-06-23,2500.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Rep. Frank Pallone,2025-06-23,2500.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Rep. Jason Smith,2025-06-23,2500.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Rep. Rosa DeLauro,2025-06-23,2500.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Rep. Carol Miller,2025-06-23,2500.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Rep. Neal Dunn,2025-06-23,1500.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Rep. Marlin Stutzman,2025-06-23,1500.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Rep. Doris Matsui,2025-06-23,5000.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Rep. Robert Aderholt,2025-06-23,2500.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Sen. Richard Blumenthal,2025-06-23,2000.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Rep. Mike Bost,2025-06-23,1500.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Rep. Terri Sewell,2025-06-26,1000.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Rep. Darrell Issa,2025-02-05,1500.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Sen. Thom Tillis,2025-01-17,5000.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Rep. Sydney Kamlager-Dove,2025-04-24,2500.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Sen. Jacky Rosen,2025-04-24,2500.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Rep. Hakeem Jeffries,2025-04-24,2500.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Sen. Kirsten Gillibrand,2025-04-24,2500.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Sen. Alex Padilla,2025-04-24,2500.00
"META PLATFORMS, INC. AND VARIOUS SUBSIDIARIES",,Zoe Lofgren,2025-06-25,500.00
"META PLATFORMS, INC. AND VARIOUS SUBSIDIARIES",,Katherine Clark,2025-04-29,1500.00
"META PLATFORMS, INC. AND VARIOUS SUBSIDIARIES",,Becca Balint,2025-04-29,3500.00
FORBES-TATE,,Leadership PAC affiliated with Senator Eric Schmitt,2025-02-04,1000.00
FORBES-TATE,,Senatorial Campaign for Pete Ricketts,2025-06-23,3000.00
FORBES-TATE,,Campaign to re-elect Rep. Jay Obernolte,2025-03-10,500.00
FORBES-TATE,,Campaign to re-elect Rep. Lisa McClain,2025-01-31,1000.00
FORBES-TATE,,Rep. Brad Knott,2025-03-26,1000.00
FORBES-TATE,,Leadership PAC affiliated with Senator Eric Schmitt,2025-02-04,1000.00
FORBES-TATE,,Senatorial Campaign for Pete Ricketts,2025-06-23,3000.00
FORBES-TATE,,Campaign to re-elect Rep. Jay Obernolte,2025-03-10,500.00
FORBES-TATE,,Campaign to re-elect Rep. Lisa McClain,2025-01-31,1000.00
FORBES-TATE,,Rep. Brad Knott,2025-03-26,1000.00
FORBES-TATE,,Leadership PAC affiliated with Senator Eric Schmitt,2025-02-04,1000.00
FORBES-TATE,,Senatorial Campaign for Pete Ricketts,2025-06-23,3000.00
FORBES-TATE,,Campaign to re-elect Rep. Jay Obernolte,2025-03-10,500.00
FORBES-TATE,,Campaign to re-elect Rep. Lisa McClain,2025-01-31,1000.00
FORBES-TATE,,Rep. Brad Knott,2025-03-26,1000.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Joe Neguse,2025-04-29,185.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Brendan Boyle,2025-06-17,185.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Mario Diaz Balart,2025-06-26,2500.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Debbie Wasserman Schultz,2025-06-26,1500.00
CURA STRATEGIES,CURA Strategies PAC,Sen. Jack Reed,2025-06-26,1000.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Gus Bilirakis,2025-06-26,1000.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Joe Neguse,2025-04-29,185.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Brendan Boyle,2025-06-17,185.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Mario Diaz Balart,2025-06-26,2500.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Debbie Wasserman Schultz,2025-06-26,1500.00
CURA STRATEGIES,CURA Strategies PAC,Sen. Jack Reed,2025-06-26,1000.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Gus Bilirakis,2025-06-26,1000.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Joe Neguse,2025-04-29,185.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Brendan Boyle,2025-06-17,185.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Mario Diaz Balart,2025-06-26,2500.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Debbie Wasserman Schultz,2025-06-26,1500.00
CURA STRATEGIES,CURA Strategies PAC,Sen. Jack Reed,2025-06-26,1000.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Gus Bilirakis,2025-06-26,1000.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Joe Neguse,2025-04-29,185.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Brendan Boyle,2025-06-17,185.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Mario Diaz Balart,2025-06-26,2500.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Debbie Wasserman Schultz,2025-06-26,1500.00
CURA STRATEGIES,CURA Strategies PAC,Sen. Jack Reed,2025-06-26,1000.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Gus Bilirakis,2025-06-26,1000.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Joe Neguse,2025-04-29,185.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Brendan Boyle,2025-06-17,185.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Mario Diaz Balart,2025-06-26,2500.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Debbie Wasserman Schultz,2025-06-26,1500.00
CURA STRATEGIES,CURA Strategies PAC,Sen. Jack Reed,2025-06-26,1000.00
CURA STRATEGIES,CURA Strategies PAC,Rep. Gus Bilirakis,2025-06-26,1000.00
AMERICANS FOR RESPONSIBLE INNOVATION,Americans for Responsible Innovation Ltd. Political Action Committee (ARI PAC),Bilirakis for Congress,2025-03-27,2500.00
AMERICANS FOR RESPONSIBLE INNOVATION,Americans for Responsible Innovation Ltd. Political Action Committee (ARI PAC),Johnson Leadership Fund,2025-03-27,3000.00
AMERICANS FOR RESPONSIBLE INNOVATION,Americans for Responsible Innovation Ltd. Political Action Committee (ARI PAC),Friends of Mark Warner,2025-04-23,2500.00
AMERICANS FOR RESPONSIBLE INNOVATION,Americans for Responsible Innovation Ltd. Political Action Committee (ARI PAC),Matsui for Congress,2025-06-18,2500.00
AMERICANS FOR RESPONSIBLE INNOVATION,Americans for Responsible Innovation Ltd. Political Action Committee (ARI PAC),Haley Stevens for Senate,2025-06-23,2500.00
AMERICANS FOR RESPONSIBLE INNOVATION,Americans for Responsible Innovation Ltd. Political Action Committee (ARI PAC),Mast for Congress,2025-06-23,2500.00
AMERICANS FOR RESPONSIBLE INNOVATION,Americans for Responsible Innovation Ltd. Political Action Committee (ARI PAC),John Carter for Congress,2025-06-23,2500.00
AMERICANS FOR RESPONSIBLE INNOVATION,Americans for Responsible Innovation Ltd. Political Action Committee (ARI PAC),Westerman for Congress,2025-06-23,5000.00
AMERICANS FOR RESPONSIBLE INNOVATION,Americans for Responsible Innovation Ltd. Political Action Committee (ARI PAC),Pfluger Victory Committee,2025-06-23,2500.00
AMERICANS FOR RESPONSIBLE INNOVATION,Americans for Responsible Innovation Ltd. Political Action Committee (ARI PAC),Dingell for Congress,2025-06-23,2500.00
AMERICANS FOR RESPONSIBLE INNOVATION,Americans for Responsible Innovation Ltd. Political Action Committee (ARI PAC),Blue Hen PAC,2025-06-23,5000.00
AMERICANS FOR RESPONSIBLE INNOVATION,Americans for Responsible Innovation Ltd. Political Action Committee (ARI PAC),Friends of Mark Warner,2025-06-23,2500.00
AMERICANS FOR RESPONSIBLE INNOVATION,Americans for Responsible Innovation Ltd. Political Action Committee (ARI PAC),Jay Obernolte for Congress,2025-06-23,3500.00
AMERICANS FOR RESPONSIBLE INNOVATION,Americans for Responsible Innovation Ltd. Political Action Committee (ARI PAC),Committee to Re-elect Henry Hank Johnson,2025-06-25,2500.00
AMERICANS FOR RESPONSIBLE INNOVATION,Americans for Responsible Innovation Ltd. Political Action Committee (ARI PAC),John Curtis for Utah,2025-06-26,5000.00
AMERICANS FOR RESPONSIBLE INNOVATION,Americans for Responsible Innovation Ltd. Political Action Committee (ARI PAC),DSCC Membership Dues,2025-06-26,15000.00
AMERICANS FOR RESPONSIBLE INNOVATION,Americans for Responsible Innovation Ltd. Political Action Committee (ARI PAC),Friends of Neal Dunn,2025-06-26,3500.00
SUMMIT STRATEGIES GOVERNMENT AFFAIRS LLC,,Sen. Dave McCormick,2025-06-30,1168.00
SUMMIT STRATEGIES GOVERNMENT AFFAIRS LLC,,Sen. Dave McCormick,2025-02-12,1166.00
SUMMIT STRATEGIES GOVERNMENT AFFAIRS LLC,,Sen. Dave McCormick,2025-04-02,1168.00
SUMMIT STRATEGIES GOVERNMENT AFFAIRS LLC,,Rep. Chris Deluzio,2025-06-30,1000.00
SUMMIT STRATEGIES GOVERNMENT AFFAIRS LLC,,Sen. Dave McCormick,2025-06-30,1168.00
SUMMIT STRATEGIES GOVERNMENT AFFAIRS LLC,,Sen. Dave McCormick,2025-02-12,1166.00
SUMMIT STRATEGIES GOVERNMENT AFFAIRS LLC,,Sen. Dave McCormick,2025-04-02,1168.00
SUMMIT STRATEGIES GOVERNMENT AFFAIRS LLC,,Rep. Chris Deluzio,2025-06-30,1000.00
SUMMIT STRATEGIES GOVERNMENT AFFAIRS LLC,,Sen. Dave McCormick,2025-06-30,1168.00
SUMMIT STRATEGIES GOVERNMENT AFFAIRS LLC,,Sen. Dave McCormick,2025-02-12,1166.00
SUMMIT STRATEGIES GOVERNMENT AFFAIRS LLC,,Sen. Dave McCormick,2025-04-02,1168.00
SUMMIT STRATEGIES GOVERNMENT AFFAIRS LLC,,Rep. Chris Deluzio,2025-06-30,1000.00
SUMMIT STRATEGIES GOVERNMENT AFFAIRS LLC,,Sen. Dave McCormick,2025-06-30,1168.00
SUMMIT STRATEGIES GOVERNMENT AFFAIRS LLC,,Sen. Dave McCormick,2025-02-12,1166.00
SUMMIT STRATEGIES GOVERNMENT AFFAIRS LLC,,Sen. Dave McCormick,2025-04-02,1168.00
SUMMIT STRATEGIES GOVERNMENT AFFAIRS LLC,,Rep. Chris Deluzio,2025-06-30,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",John Cornyn,2025-04-28,1500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Randy Feenstra,2025-04-28,1500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Todd Young,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Jason Smith,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Mike Johnson,2025-04-28,2500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Morgan McGarvey,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Ron Estes,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Jason Smith,2025-04-28,2000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Kevin Hern,2025-06-30,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",John Cornyn,2025-04-28,1500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Randy Feenstra,2025-04-28,1500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Todd Young,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Jason Smith,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Mike Johnson,2025-04-28,2500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Morgan McGarvey,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Ron Estes,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Jason Smith,2025-04-28,2000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Kevin Hern,2025-06-30,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",John Cornyn,2025-04-28,1500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Randy Feenstra,2025-04-28,1500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Todd Young,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Jason Smith,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Mike Johnson,2025-04-28,2500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Morgan McGarvey,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Ron Estes,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Jason Smith,2025-04-28,2000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Kevin Hern,2025-06-30,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",John Cornyn,2025-04-28,1500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Randy Feenstra,2025-04-28,1500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Todd Young,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Jason Smith,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Mike Johnson,2025-04-28,2500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Morgan McGarvey,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Ron Estes,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Jason Smith,2025-04-28,2000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Kevin Hern,2025-06-30,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",John Cornyn,2025-04-28,1500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Randy Feenstra,2025-04-28,1500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Todd Young,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Jason Smith,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Mike Johnson,2025-04-28,2500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Morgan McGarvey,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Ron Estes,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Jason Smith,2025-04-28,2000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Kevin Hern,2025-06-30,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",John Cornyn,2025-04-28,1500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Randy Feenstra,2025-04-28,1500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Todd Young,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Jason Smith,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Mike Johnson,2025-04-28,2500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Morgan McGarvey,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Ron Estes,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Jason Smith,2025-04-28,2000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Kevin Hern,2025-06-30,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",John Cornyn,2025-04-28,1500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Randy Feenstra,2025-04-28,1500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Todd Young,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Jason Smith,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Mike Johnson,2025-04-28,2500.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Morgan McGarvey,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Ron Estes,2025-04-28,1000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Jason Smith,2025-04-28,2000.00
"YUM! BRANDS, INC.","Yum Brands, Inc., Good Government Fund",Kevin Hern,2025-06-30,1000.00
NATIONAL UTILITY CONTRACTORS ASSOCIATION,NATIONAL UTILITY CONTRACTORS ASSOCIATION LEGISLATIVE INFORMATION AND ACTION COMMITTEE,Shelley Moore Capito,2025-03-26,2500.00
NATIONAL UTILITY CONTRACTORS ASSOCIATION,NATIONAL UTILITY CONTRACTORS ASSOCIATION LEGISLATIVE INFORMATION AND ACTION COMMITTEE,Various,2025-03-26,6000.00
NATIONAL UTILITY CONTRACTORS ASSOCIATION,NATIONAL UTILITY CONTRACTORS ASSOCIATION LEGISLATIVE INFORMATION AND ACTION COMMITTEE,Dusty Johnson,2025-05-21,1000.00
KLEIN/JOHNSON GROUP,,Rep. David Schweikert,2025-01-22,500.00
KLEIN/JOHNSON GROUP,,NRSC,2025-01-22,10325.00
KLEIN/JOHNSON GROUP,,Sen. Bill Hagerty,2025-02-19,1000.00
KLEIN/JOHNSON GROUP,,Sen. Thom Tillis,2025-03-13,3500.00
KLEIN/JOHNSON GROUP,,Sen. Thom Tillis,2025-03-13,1500.00
KLEIN/JOHNSON GROUP,,Sen. Mike Lee,2025-03-17,1000.00
KLEIN/JOHNSON GROUP,,Sen. John Cornyn,2025-03-31,1000.00
KLEIN/JOHNSON GROUP,,Rep. Chip Roy,2025-03-31,3300.00
KLEIN/JOHNSON GROUP,,Sen. Eric Schmitt,2025-04-30,750.00
KLEIN/JOHNSON GROUP,,Sen. John Thune,2025-06-09,1000.00
KLEIN/JOHNSON GROUP,,NRSC,2025-04-22,10325.00
KLEIN/JOHNSON GROUP,,Sen. Jerry Moran,2025-06-06,1500.00
KLEIN/JOHNSON GROUP,,Sen. John Cornyn,2025-06-30,5900.00
KLEIN/JOHNSON GROUP,,Rep. David Schweikert,2025-01-22,500.00
KLEIN/JOHNSON GROUP,,NRSC,2025-01-22,10325.00
KLEIN/JOHNSON GROUP,,Sen. Bill Hagerty,2025-02-19,1000.00
KLEIN/JOHNSON GROUP,,Sen. Thom Tillis,2025-03-13,3500.00
KLEIN/JOHNSON GROUP,,Sen. Thom Tillis,2025-03-13,1500.00
KLEIN/JOHNSON GROUP,,Sen. Mike Lee,2025-03-17,1000.00
KLEIN/JOHNSON GROUP,,Sen. John Cornyn,2025-03-31,1000.00
KLEIN/JOHNSON GROUP,,Rep. Chip Roy,2025-03-31,3300.00
KLEIN/JOHNSON GROUP,,Sen. Eric Schmitt,2025-04-30,750.00
KLEIN/JOHNSON GROUP,,Sen. John Thune,2025-06-09,1000.00
KLEIN/JOHNSON GROUP,,NRSC,2025-04-22,10325.00
KLEIN/JOHNSON GROUP,,Sen. Jerry Moran,2025-06-06,1500.00
