county,precinct_code,precinct,office,district,party,candidate,votes
Adams,512,Othello Rural #2,President,,Democratic Party,John Delaney,1
Adams,512,Othello Rural #2,President,,Democratic Party,Tulsi Gabbard,0
Adams,512,Othello Rural #2,President,,Democratic Party,Amy Klobuchar,1
Adams,512,Othello Rural #2,President,,Democratic Party,Deval Patrick,0
Adams,513,Othello Rural #3,President,,Democratic Party,Michael Bennet,0
Adams,513,Othello Rural #3,President,,Democratic Party,Bernie Sanders,17
Adams,513,Othello Rural #3,President,,Democratic Party,Tom Steyer,0
Adams,513,Othello Rural #3,President,,Democratic Party,Elizabeth Warren,3
Adams,513,Othello Rural #3,President,,Democratic Party,Andrew Yang,0
Adams,513,Othello Rural #3,President,,Democratic Party,Uncommitted Delegates,0
Adams,513,Othello Rural #3,President,,Democratic Party,Joseph R. Biden,13
Adams,513,Othello Rural #3,President,,Democratic Party,Michael Bloomberg,6
Adams,513,Othello Rural #3,President,,Democratic Party,Cory Booker,0
Adams,513,Othello Rural #3,President,,Democratic Party,Pete Buttigieg,0
Adams,513,Othello Rural #3,President,,Democratic Party,Write-in,0
Adams,513,Othello Rural #3,President,,Democratic Party,John Delaney,0
Adams,513,Othello Rural #3,President,,Democratic Party,Tulsi Gabbard,1
Adams,513,Othello Rural #3,President,,Democratic Party,Amy Klobuchar,0
Adams,513,Othello Rural #3,President,,Democratic Party,Deval Patrick,0
Adams,514,Othello Rural #4,President,,Democratic Party,Michael Bennet,0
Adams,514,Othello Rural #4,President,,Democratic Party,Bernie Sanders,9
Adams,514,Othello Rural #4,President,,Democratic Party,Tom Steyer,0
Adams,514,Othello Rural #4,President,,Democratic Party,Elizabeth Warren,3
Adams,514,Othello Rural #4,President,,Democratic Party,Andrew Yang,0
Adams,514,Othello Rural #4,President,,Democratic Party,Uncommitted Delegates,1
Adams,514,Othello Rural #4,President,,Democratic Party,Joseph R. Biden,15
Adams,514,Othello Rural #4,President,,Democratic Party,Michael Bloomberg,4
Adams,514,Othello Rural #4,President,,Democratic Party,Cory Booker,0
Adams,514,Othello Rural #4,President,,Democratic Party,Pete Buttigieg,0
Adams,514,Othello Rural #4,President,,Democratic Party,Write-in,0
Adams,514,Othello Rural #4,President,,Democratic Party,John Delaney,0
Adams,514,Othello Rural #4,President,,Democratic Party,Tulsi Gabbard,2
Adams,514,Othello Rural #4,President,,Democratic Party,Amy Klobuchar,4
Adams,514,Othello Rural #4,President,,Democratic Party,Deval Patrick,0
Adams,515,Othello Rural #5,President,,Democratic Party,Michael Bennet,0
Adams,515,Othello Rural #5,President,,Democratic Party,Bernie Sanders,10
Adams,515,Othello Rural #5,President,,Democratic Party,Tom Steyer,0
Adams,515,Othello Rural #5,President,,Democratic Party,Elizabeth Warren,1
Adams,515,Othello Rural #5,President,,Democratic Party,Andrew Yang,0
Adams,515,Othello Rural #5,President,,Democratic Party,Uncommitted Delegates,0
Adams,515,Othello Rural #5,President,,Democratic Party,Joseph R. Biden,8
Adams,515,Othello Rural #5,President,,Democratic Party,Michael Bloomberg,1
Adams,515,Othello Rural #5,President,,Democratic Party,Cory Booker,0
Adams,515,Othello Rural #5,President,,Democratic Party,Pete Buttigieg,0
Adams,515,Othello Rural #5,President,,Democratic Party,Write-in,0
Adams,515,Othello Rural #5,President,,Democratic Party,John Delaney,1
Adams,515,Othello Rural #5,President,,Democratic Party,Tulsi Gabbard,1
Adams,515,Othello Rural #5,President,,Democratic Party,Amy Klobuchar,0
Adams,515,Othello Rural #5,President,,Democratic Party,Deval Patrick,0
Adams,516,Othello Rural #6,President,,Democratic Party,Michael Bennet,1
Adams,516,Othello Rural #6,President,,Democratic Party,Bernie Sanders,8
Adams,516,Othello Rural #6,President,,Democratic Party,Tom Steyer,2
Adams,516,Othello Rural #6,President,,Democratic Party,Elizabeth Warren,1
Adams,516,Othello Rural #6,President,,Democratic Party,Andrew Yang,1
Adams,516,Othello Rural #6,President,,Democratic Party,Uncommitted Delegates,0
Adams,516,Othello Rural #6,President,,Democratic Party,Joseph R. Biden,6
Adams,516,Othello Rural #6,President,,Democratic Party,Michael Bloomberg,3
Adams,516,Othello Rural #6,President,,Democratic Party,Cory Booker,0
Adams,516,Othello Rural #6,President,,Democratic Party,Pete Buttigieg,1
Adams,516,Othello Rural #6,President,,Democratic Party,Write-in,0
Adams,516,Othello Rural #6,President,,Democratic Party,John Delaney,0
Adams,516,Othello Rural #6,President,,Democratic Party,Tulsi Gabbard,0
Adams,516,Othello Rural #6,President,,Democratic Party,Amy Klobuchar,1
Adams,516,Othello Rural #6,President,,Democratic Party,Deval Patrick,0
Adams,111,Ritzville Ward #1,President,,Republican Party,Donald J. Trump,68
Adams,111,Ritzville Ward #1,President,,Republican Party,Write-in,0
Adams,112,Ritzville Ward #2,President,,Republican Party,Donald J. Trump,48
Adams,112,Ritzville Ward #2,President,,Republican Party,Write-in,0
Adams,113,Ritzville Ward #3,President,,Republican Party,Donald J. Trump,87
Adams,113,Ritzville Ward #3,President,,Republican Party,Write-in,0
Adams,114,Ritzville Ward #4,President,,Republican Party,Donald J. Trump,80
Adams,114,Ritzville Ward #4,President,,Republican Party,Write-in,0
Adams,115,Ritzville Ward #5,President,,Republican Party,Donald J. Trump,92
Adams,115,Ritzville Ward #5,President,,Republican Party,Write-in,0
Adams,121,Ritzville Rural NW,President,,Republican Party,Donald J. Trump,77
Adams,121,Ritzville Rural NW,President,,Republican Party,Write-in,0
Adams,122,Ritzville Rural SE,President,,Republican Party,Donald J. Trump,79
Adams,122,Ritzville Rural SE,President,,Republican Party,Write-in,0
Adams,123,Batum,President,,Republican Party,Donald J. Trump,56
Adams,123,Batum,President,,Republican Party,Write-in,0
Adams,211,Benge,President,,Republican Party,Donald J. Trump,19
Adams,211,Benge,President,,Republican Party,Write-in,0
Adams,212,Washtucna City #1,President,,Republican Party,Donald J. Trump,50
Adams,212,Washtucna City #1,President,,Republican Party,Write-in,0
Adams,221,Washtucna Rural,President,,Republican Party,Donald J. Trump,44
Adams,221,Washtucna Rural,President,,Republican Party,Write-in,0
Adams,222,Ralston,President,,Republican Party,Donald J. Trump,24
Adams,222,Ralston,President,,Republican Party,Write-in,0
Adams,311,Lind #1,President,,Republican Party,Donald J. Trump,106
Adams,311,Lind #1,President,,Republican Party,Write-in,0
Adams,313,Hatton City,President,,Republican Party,Donald J. Trump,6
Adams,313,Hatton City,President,,Republican Party,Write-in,0
Adams,321,Lind Rural,President,,Republican Party,Donald J. Trump,44
Adams,321,Lind Rural,President,,Republican Party,Write-in,0
Adams,322,Fairview,President,,Republican Party,Donald J. Trump,14
Adams,322,Fairview,President,,Republican Party,Write-in,0
Adams,323,Schrag,President,,Republican Party,Donald J. Trump,24
Adams,323,Schrag,President,,Republican Party,Write-in,0
Adams,324,Hatton Rural,President,,Republican Party,Donald J. Trump,22
Adams,324,Hatton Rural,President,,Republican Party,Write-in,0
Adams,325,Cunningham,President,,Republican Party,Donald J. Trump,8
Adams,325,Cunningham,President,,Republican Party,Write-in,0
Adams,411,Othello City #1,President,,Republican Party,Donald J. Trump,21
Adams,411,Othello City #1,President,,Republican Party,Write-in,0
Adams,412,Othello City #2,President,,Republican Party,Donald J. Trump,72
Adams,412,Othello City #2,President,,Republican Party,Write-in,0
Adams,413,Othello City #3,President,,Republican Party,Donald J. Trump,73
Adams,413,Othello City #3,President,,Republican Party,Write-in,0
Adams,414,Othello City #4,President,,Republican Party,Donald J. Trump,89
Adams,414,Othello City #4,President,,Republican Party,Write-in,0
Adams,415,Othello City #5,President,,Republican Party,Donald J. Trump,100
Adams,415,Othello City #5,President,,Republican Party,Write-in,0
Adams,416,Othello City #6,President,,Republican Party,Donald J. Trump,85
Adams,416,Othello City #6,President,,Republican Party,Write-in,0
Adams,511,Othello Rural #1,President,,Republican Party,Donald J. Trump,24
Adams,511,Othello Rural #1,President,,Republican Party,Write-in,0
Adams,512,Othello Rural #2,President,,Republican Party,Donald J. Trump,79
Adams,512,Othello Rural #2,President,,Republican Party,Write-in,0
Adams,513,Othello Rural #3,President,,Republican Party,Donald J. Trump,137
Adams,513,Othello Rural #3,President,,Republican Party,Write-in,0
Adams,514,Othello Rural #4,President,,Republican Party,Donald J. Trump,100
Adams,514,Othello Rural #4,President,,Republican Party,Write-in,0
Adams,515,Othello Rural #5,President,,Republican Party,Donald J. Trump,67
Adams,515,Othello Rural #5,President,,Republican Party,Write-in,0
Adams,516,Othello Rural #6,President,,Republican Party,Donald J. Trump,133
Adams,516,Othello Rural #6,President,,Republican Party,Write-in,0
Asotin,1,ANATONE,President,,Democratic Party,Michael Bennet,0
Asotin,1,ANATONE,President,,Democratic Party,Bernie Sanders,12
Asotin,1,ANATONE,President,,Democratic Party,Tom Steyer,1
Asotin,1,ANATONE,President,,Democratic Party,Elizabeth Warren,2
Asotin,1,ANATONE,President,,Democratic Party,Andrew Yang,1
Asotin,1,ANATONE,President,,Democratic Party,Uncommitted Delegates,0
Asotin,1,ANATONE,President,,Democratic Party,Joseph R. Biden,29
Asotin,1,ANATONE,President,,Democratic Party,Michael Bloomberg,12
Asotin,1,ANATONE,President,,Democratic Party,Cory Booker,0
Asotin,1,ANATONE,President,,Democratic Party,Pete Buttigieg,2
Asotin,1,ANATONE,President,,Democratic Party,Write-in,1
Asotin,1,ANATONE,President,,Democratic Party,John Delaney,0
Asotin,1,ANATONE,President,,Democratic Party,Tulsi Gabbard,2
Asotin,1,ANATONE,President,,Democratic Party,Amy Klobuchar,2
Asotin,1,ANATONE,President,,Democratic Party,Deval Patrick,0
Asotin,3,RURAL ASOTIN,President,,Democratic Party,Michael Bennet,0
Asotin,3,RURAL ASOTIN,President,,Democratic Party,Bernie Sanders,4
Asotin,3,RURAL ASOTIN,President,,Democratic Party,Tom Steyer,0
Asotin,3,RURAL ASOTIN,President,,Democratic Party,Elizabeth Warren,0
Asotin,3,RURAL ASOTIN,President,,Democratic Party,Andrew Yang,0
Asotin,3,RURAL ASOTIN,President,,Democratic Party,Uncommitted Delegates,0
Asotin,3,RURAL ASOTIN,President,,Democratic Party,Joseph R. Biden,2
Asotin,3,RURAL ASOTIN,President,,Democratic Party,Michael Bloomberg,1
Asotin,3,RURAL ASOTIN,President,,Democratic Party,Cory Booker,0
Asotin,3,RURAL ASOTIN,President,,Democratic Party,Pete Buttigieg,0
Asotin,3,RURAL ASOTIN,President,,Democratic Party,Write-in,0
Asotin,3,RURAL ASOTIN,President,,Democratic Party,John Delaney,0
Asotin,3,RURAL ASOTIN,President,,Democratic Party,Tulsi Gabbard,2
Asotin,3,RURAL ASOTIN,President,,Democratic Party,Amy Klobuchar,2
Asotin,3,RURAL ASOTIN,President,,Democratic Party,Deval Patrick,0
Asotin,4,W ASOTIN,President,,Democratic Party,Michael Bennet,0
Asotin,4,W ASOTIN,President,,Democratic Party,Bernie Sanders,7
Asotin,4,W ASOTIN,President,,Democratic Party,Tom Steyer,0
Asotin,4,W ASOTIN,President,,Democratic Party,Elizabeth Warren,1
Asotin,4,W ASOTIN,President,,Democratic Party,Andrew Yang,0
Asotin,4,W ASOTIN,President,,Democratic Party,Uncommitted Delegates,0
Asotin,4,W ASOTIN,President,,Democratic Party,Joseph R. Biden,34
Asotin,4,W ASOTIN,President,,Democratic Party,Michael Bloomberg,4
Asotin,4,W ASOTIN,President,,Democratic Party,Cory Booker,0
Asotin,4,W ASOTIN,President,,Democratic Party,Pete Buttigieg,3
Asotin,4,W ASOTIN,President,,Democratic Party,Write-in,0
Asotin,4,W ASOTIN,President,,Democratic Party,John Delaney,0
Asotin,4,W ASOTIN,President,,Democratic Party,Tulsi Gabbard,0
Asotin,4,W ASOTIN,President,,Democratic Party,Amy Klobuchar,2
Asotin,4,W ASOTIN,President,,Democratic Party,Deval Patrick,0
Asotin,5,SWALLOWS NEST,President,,Democratic Party,Michael Bennet,0
Asotin,5,SWALLOWS NEST,President,,Democratic Party,Bernie Sanders,23
Asotin,5,SWALLOWS NEST,President,,Democratic Party,Tom Steyer,1
Asotin,5,SWALLOWS NEST,President,,Democratic Party,Elizabeth Warren,8
Asotin,5,SWALLOWS NEST,President,,Democratic Party,Andrew Yang,2
Asotin,5,SWALLOWS NEST,President,,Democratic Party,Uncommitted Delegates,2
Asotin,5,SWALLOWS NEST,President,,Democratic Party,Joseph R. Biden,70
Asotin,5,SWALLOWS NEST,President,,Democratic Party,Michael Bloomberg,27
Asotin,5,SWALLOWS NEST,President,,Democratic Party,Cory Booker,0
Asotin,5,SWALLOWS NEST,President,,Democratic Party,Pete Buttigieg,18
Asotin,5,SWALLOWS NEST,President,,Democratic Party,Write-in,0
Asotin,5,SWALLOWS NEST,President,,Democratic Party,John Delaney,0
Asotin,5,SWALLOWS NEST,President,,Democratic Party,Tulsi Gabbard,0
Asotin,5,SWALLOWS NEST,President,,Democratic Party,Amy Klobuchar,4
Asotin,5,SWALLOWS NEST,President,,Democratic Party,Deval Patrick,0
Asotin,101,ASOTIN #1,President,,Democratic Party,Michael Bennet,0
Asotin,101,ASOTIN #1,President,,Democratic Party,Bernie Sanders,17
Asotin,101,ASOTIN #1,President,,Democratic Party,Tom Steyer,0
Asotin,101,ASOTIN #1,President,,Democratic Party,Elizabeth Warren,10
Asotin,101,ASOTIN #1,President,,Democratic Party,Andrew Yang,0
Asotin,101,ASOTIN #1,President,,Democratic Party,Uncommitted Delegates,0
Asotin,101,ASOTIN #1,President,,Democratic Party,Joseph R. Biden,29
Asotin,101,ASOTIN #1,President,,Democratic Party,Michael Bloomberg,6
Asotin,101,ASOTIN #1,President,,Democratic Party,Cory Booker,0
Asotin,101,ASOTIN #1,President,,Democratic Party,Pete Buttigieg,5
Asotin,101,ASOTIN #1,President,,Democratic Party,Write-in,0
Asotin,101,ASOTIN #1,President,,Democratic Party,John Delaney,0
Asotin,101,ASOTIN #1,President,,Democratic Party,Tulsi Gabbard,2
Asotin,101,ASOTIN #1,President,,Democratic Party,Amy Klobuchar,0
Asotin,101,ASOTIN #1,President,,Democratic Party,Deval Patrick,0
Asotin,102,ASOTIN #2,President,,Democratic Party,Michael Bennet,1
Asotin,102,ASOTIN #2,President,,Democratic Party,Bernie Sanders,9
Asotin,102,ASOTIN #2,President,,Democratic Party,Tom Steyer,1
Asotin,102,ASOTIN #2,President,,Democratic Party,Elizabeth Warren,9
Asotin,102,ASOTIN #2,President,,Democratic Party,Andrew Yang,1
Asotin,102,ASOTIN #2,President,,Democratic Party,Uncommitted Delegates,0
Asotin,102,ASOTIN #2,President,,Democratic Party,Joseph R. Biden,35
Asotin,102,ASOTIN #2,President,,Democratic Party,Michael Bloomberg,15
Asotin,102,ASOTIN #2,President,,Democratic Party,Cory Booker,1
Asotin,102,ASOTIN #2,President,,Democratic Party,Pete Buttigieg,2
Asotin,102,ASOTIN #2,President,,Democratic Party,Write-in,0
Asotin,102,ASOTIN #2,President,,Democratic Party,John Delaney,0
Asotin,102,ASOTIN #2,President,,Democratic Party,Tulsi Gabbard,2
Asotin,102,ASOTIN #2,President,,Democratic Party,Amy Klobuchar,1
Asotin,102,ASOTIN #2,President,,Democratic Party,Deval Patrick,0
Asotin,201,CLARKSTON #1,President,,Democratic Party,Michael Bennet,0
Asotin,201,CLARKSTON #1,President,,Democratic Party,Bernie Sanders,25
Asotin,201,CLARKSTON #1,President,,Democratic Party,Tom Steyer,1
Asotin,201,CLARKSTON #1,President,,Democratic Party,Elizabeth Warren,12
Asotin,201,CLARKSTON #1,President,,Democratic Party,Andrew Yang,1
Asotin,201,CLARKSTON #1,President,,Democratic Party,Uncommitted Delegates,0
Asotin,201,CLARKSTON #1,President,,Democratic Party,Joseph R. Biden,23
Asotin,201,CLARKSTON #1,President,,Democratic Party,Michael Bloomberg,15
Asotin,201,CLARKSTON #1,President,,Democratic Party,Cory Booker,1
Asotin,201,CLARKSTON #1,President,,Democratic Party,Pete Buttigieg,4
Asotin,201,CLARKSTON #1,President,,Democratic Party,Write-in,0
Asotin,201,CLARKSTON #1,President,,Democratic Party,John Delaney,0
Asotin,201,CLARKSTON #1,President,,Democratic Party,Tulsi Gabbard,0
Asotin,201,CLARKSTON #1,President,,Democratic Party,Amy Klobuchar,3
Asotin,201,CLARKSTON #1,President,,Democratic Party,Deval Patrick,0
Asotin,202,CLARKSTON #2,President,,Democratic Party,Michael Bennet,0
Asotin,202,CLARKSTON #2,President,,Democratic Party,Bernie Sanders,49
Asotin,202,CLARKSTON #2,President,,Democratic Party,Tom Steyer,5
Asotin,202,CLARKSTON #2,President,,Democratic Party,Elizabeth Warren,9
Asotin,202,CLARKSTON #2,President,,Democratic Party,Andrew Yang,1
Asotin,202,CLARKSTON #2,President,,Democratic Party,Uncommitted Delegates,1
Asotin,202,CLARKSTON #2,President,,Democratic Party,Joseph R. Biden,50
Asotin,202,CLARKSTON #2,President,,Democratic Party,Michael Bloomberg,18
Asotin,202,CLARKSTON #2,President,,Democratic Party,Cory Booker,0
Asotin,202,CLARKSTON #2,President,,Democratic Party,Pete Buttigieg,5
Asotin,202,CLARKSTON #2,President,,Democratic Party,Write-in,0
Asotin,202,CLARKSTON #2,President,,Democratic Party,John Delaney,0
Asotin,202,CLARKSTON #2,President,,Democratic Party,Tulsi Gabbard,4
Asotin,202,CLARKSTON #2,President,,Democratic Party,Amy Klobuchar,1
Asotin,202,CLARKSTON #2,President,,Democratic Party,Deval Patrick,1
Asotin,203,CLARKSTON #3,President,,Democratic Party,Michael Bennet,0
Asotin,203,CLARKSTON #3,President,,Democratic Party,Bernie Sanders,35
Asotin,203,CLARKSTON #3,President,,Democratic Party,Tom Steyer,0
Asotin,203,CLARKSTON #3,President,,Democratic Party,Elizabeth Warren,9
Asotin,203,CLARKSTON #3,President,,Democratic Party,Andrew Yang,0
Asotin,203,CLARKSTON #3,President,,Democratic Party,Uncommitted Delegates,1
Asotin,203,CLARKSTON #3,President,,Democratic Party,Joseph R. Biden,37
Asotin,203,CLARKSTON #3,President,,Democratic Party,Michael Bloomberg,11
Asotin,203,CLARKSTON #3,President,,Democratic Party,Cory Booker,0
Asotin,203,CLARKSTON #3,President,,Democratic Party,Pete Buttigieg,2
Asotin,203,CLARKSTON #3,President,,Democratic Party,Write-in,0
