county,precinct,office,district,candidate,party,votes,election_day,absentee,av_counting_boards,early_voting,mail,provisional,pre_process_absentee
Ottawa,"Spring Lake Township, Precinct 1",President,,Cornel West,NPA,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",President,,Cherunda Lynn Fox (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",President,,Claudia De La Cruz (W),,1,0,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",President,,Jay J. Bowman (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",President,,Peter Sonski (W),,3,0,1,,2,,,
Ottawa,"Spring Lake Township, Precinct 1",President,,Under Votes,,11,6,5,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",President,,Over Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,792,281,414,,97,,,
Ottawa,"Spring Lake Township, Precinct 1",U.S. Senate,,Mike Rogers,REP,834,365,305,,164,,,
Ottawa,"Spring Lake Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,20,14,4,,2,,,
Ottawa,"Spring Lake Township, Precinct 1",U.S. Senate,,Dave Stein,UST,19,12,7,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,9,6,3,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,4,1,2,,1,,,
Ottawa,"Spring Lake Township, Precinct 1",U.S. Senate,,James Chapman (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",U.S. Senate,,Under Votes,,28,17,9,,2,,,
Ottawa,"Spring Lake Township, Precinct 1",U.S. Senate,,Over Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",U.S. House,3,Hillary Scholten,DEM,807,297,411,,99,,,
Ottawa,"Spring Lake Township, Precinct 1",U.S. House,3,Paul Hudson,REP,817,352,302,,163,,,
Ottawa,"Spring Lake Township, Precinct 1",U.S. House,3,Alex Avery,LIB,15,13,2,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",U.S. House,3,Louis Palus,WCP,17,11,6,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",U.S. House,3,Under Votes,,50,23,23,,4,,,
Ottawa,"Spring Lake Township, Precinct 1",U.S. House,3,Over Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 1",State House,88,Tim Meyer,DEM,770,291,382,,97,,,
Ottawa,"Spring Lake Township, Precinct 1",State House,88,Greg VanWoerkom,REP,886,380,341,,165,,,
Ottawa,"Spring Lake Township, Precinct 1",State House,88,Under Votes,,50,25,21,,4,,,
Ottawa,"Spring Lake Township, Precinct 1",State House,88,Over Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",Ballots Cast,,,,1392,,,,,,,
Ottawa,"Spring Lake Township, Precinct 2",Registered Voters,,,,1729,,,,,,,
Ottawa,"Spring Lake Township, Precinct 2",Straight Party,,Democratic Party,DEM,238,90,130,,18,,,
Ottawa,"Spring Lake Township, Precinct 2",Straight Party,,Republican Party,REP,477,238,164,,75,,,
Ottawa,"Spring Lake Township, Precinct 2",Straight Party,,Libertarian Party,LIB,5,4,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",Straight Party,,U.S. Taxpayers Party,UST,1,0,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",Straight Party,,Green Party,GRN,1,1,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",Straight Party,,Working Class Party,WCP,2,1,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",Straight Party,,Natural Law Party,NLP,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",Straight Party,,Under Votes,,666,287,271,,108,,,
Ottawa,"Spring Lake Township, Precinct 2",Straight Party,,Over Votes,,2,2,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",President,,Kamala D. Harris,DEM,569,202,299,,68,,,
Ottawa,"Spring Lake Township, Precinct 2",President,,Donald J. Trump,REP,798,407,259,,132,,,
Ottawa,"Spring Lake Township, Precinct 2",President,,Chase Oliver,LIB,3,2,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",President,,Randall Terry,UST,2,1,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",President,,Jill Stein,GRN,4,2,2,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",President,,Robert F. Kennedy Jr.,NLP,5,5,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",President,,Joseph Kishore,NPA,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",President,,Cornel West,NPA,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",President,,Cherunda Lynn Fox (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",President,,Claudia De La Cruz (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",President,,Jay J. Bowman (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",President,,Peter Sonski (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",President,,Under Votes,,11,4,6,,1,,,
Ottawa,"Spring Lake Township, Precinct 2",President,,Over Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",U.S. Senate,,Elissa Slotkin,DEM,561,197,297,,67,,,
Ottawa,"Spring Lake Township, Precinct 2",U.S. Senate,,Mike Rogers,REP,793,406,257,,130,,,
Ottawa,"Spring Lake Township, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,LIB,13,6,5,,2,,,
Ottawa,"Spring Lake Township, Precinct 2",U.S. Senate,,Dave Stein,UST,4,1,2,,1,,,
Ottawa,"Spring Lake Township, Precinct 2",U.S. Senate,,Douglas P. Marsh,GRN,3,2,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",U.S. Senate,,Doug Dern,NLP,1,1,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",U.S. Senate,,James Chapman (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",U.S. Senate,,Under Votes,,17,10,6,,1,,,
Ottawa,"Spring Lake Township, Precinct 2",U.S. Senate,,Over Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",U.S. House,3,Hillary Scholten,DEM,578,209,301,,68,,,
Ottawa,"Spring Lake Township, Precinct 2",U.S. House,3,Paul Hudson,REP,771,391,250,,130,,,
Ottawa,"Spring Lake Township, Precinct 2",U.S. House,3,Alex Avery,LIB,9,6,2,,1,,,
Ottawa,"Spring Lake Township, Precinct 2",U.S. House,3,Louis Palus,WCP,8,5,3,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",U.S. House,3,Under Votes,,25,11,12,,2,,,
Ottawa,"Spring Lake Township, Precinct 2",U.S. House,3,Over Votes,,1,1,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 2",State House,88,Tim Meyer,DEM,533,193,274,,66,,,
Ottawa,"Spring Lake Township, Precinct 2",State House,88,Greg VanWoerkom,REP,821,410,280,,131,,,
Ottawa,"Spring Lake Township, Precinct 2",State House,88,Under Votes,,38,20,14,,4,,,
Ottawa,"Spring Lake Township, Precinct 2",State House,88,Over Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",Ballots Cast,,,,2204,,,,,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",Registered Voters,,,,2866,,,,,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",Straight Party,,Democratic Party,DEM,379,149,175,,55,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",Straight Party,,Republican Party,REP,799,339,311,,149,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",Straight Party,,Libertarian Party,LIB,6,5,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",Straight Party,,U.S. Taxpayers Party,UST,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",Straight Party,,Green Party,GRN,2,1,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",Straight Party,,Working Class Party,WCP,2,1,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",Straight Party,,Natural Law Party,NLP,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",Straight Party,,Under Votes,,1016,425,443,,148,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",Straight Party,,Over Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",President,,Kamala D. Harris,DEM,894,305,455,,134,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",President,,Donald J. Trump,REP,1271,599,454,,218,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",President,,Chase Oliver,LIB,13,7,6,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",President,,Randall Terry,UST,1,1,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",President,,Jill Stein,GRN,7,3,4,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",President,,Robert F. Kennedy Jr.,NLP,5,4,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",President,,Joseph Kishore,NPA,1,1,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",President,,Cornel West,NPA,1,0,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",President,,Cherunda Lynn Fox (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",President,,Claudia De La Cruz (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",President,,Jay J. Bowman (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",President,,Peter Sonski (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",President,,Under Votes,,11,0,11,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",President,,Over Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",U.S. Senate,,Elissa Slotkin,DEM,871,299,438,,134,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",U.S. Senate,,Mike Rogers,REP,1249,577,458,,214,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",U.S. Senate,,Joseph Solis-Mullen,LIB,16,9,7,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",U.S. Senate,,Dave Stein,UST,13,7,5,,1,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",U.S. Senate,,Douglas P. Marsh,GRN,11,8,3,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",U.S. Senate,,Doug Dern,NLP,6,3,3,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",U.S. Senate,,James Chapman (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",U.S. Senate,,Under Votes,,35,15,18,,2,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",U.S. Senate,,Over Votes,,3,2,0,,1,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",U.S. House,3,Hillary Scholten,DEM,895,311,446,,138,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",U.S. House,3,Paul Hudson,REP,1206,554,446,,206,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",U.S. House,3,Alex Avery,LIB,27,17,5,,5,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",U.S. House,3,Louis Palus,WCP,26,17,7,,2,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",U.S. House,3,Under Votes,,49,20,28,,1,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",U.S. House,3,Over Votes,,1,1,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",State House,88,Tim Meyer,DEM,829,295,405,,129,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",State House,88,Greg VanWoerkom,REP,1315,603,496,,216,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",State House,88,Under Votes,,59,21,31,,7,,,
Ottawa,"Spring Lake Township, Precinct 3 - SLPS",State House,88,Over Votes,,1,1,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",Ballots Cast,,,,8,,,,,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",Registered Voters,,,,15,,,,,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",Straight Party,,Democratic Party,DEM,2,2,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",Registered Voters,,Republican Party,REP,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",Registered Voters,,Libertarian Party,LIB,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",Registered Voters,,U.S. Taxpayers Party,UST,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",Registered Voters,,Green Party,GRN,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",Registered Voters,,Working Class Party,WCP,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",Registered Voters,,Natural Law Party,NLP,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",Registered Voters,,Under Votes,,6,5,0,,1,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",Registered Voters,,Over Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",President,,Kamala D. Harris,DEM,2,2,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",President,,Donald J. Trump,REP,6,5,0,,1,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",President,,Chase Oliver,LIB,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",President,,Randall Terry,UST,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",President,,Jill Stein,GRN,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",President,,Robert F. Kennedy Jr.,NLP,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",President,,Joseph Kishore,NPA,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",President,,Cornel West,NPA,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",President,,Cherunda Lynn Fox (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",President,,Claudia De La Cruz (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",President,,Jay J. Bowman (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",President,,Peter Sonski (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",President,,Under Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",President,,Over Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",U.S. Senate,,Elissa Slotkin,DEM,2,2,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",U.S. Senate,,Mike Rogers,REP,6,5,0,,1,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",U.S. Senate,,Joseph Solis-Mullen,LIB,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",U.S. Senate,,Dave Stein,UST,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",U.S. Senate,,Douglas P. Marsh,GRN,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",U.S. Senate,,Doug Dern,NLP,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",U.S. Senate,,James Chapman (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",U.S. Senate,,Under Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",U.S. Senate,,Over Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",U.S. House,3,Hillary Scholten,DEM,3,3,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",U.S. House,3,Paul Hudson,REP,5,4,0,,1,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",U.S. House,3,Alex Avery,LIB,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",U.S. House,3,Louis Palus,WCP,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",U.S. House,3,Under Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",U.S. House,3,Over Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",State House,88,Tim Meyer,DEM,2,2,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",State House,88,Greg VanWoerkom,REP,6,5,0,,1,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",State House,88,Under Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 3 - FCS",State House,88,Over Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",Ballots Cast,,,,1886,,,,,,,
Ottawa,"Spring Lake Township, Precinct 4",Registered Voters,,,,2292,,,,,,,
Ottawa,"Spring Lake Township, Precinct 4",Straight Party,,Democratic Party,DEM,429,156,221,,52,,,
Ottawa,"Spring Lake Township, Precinct 4",Straight Party,,Republican Party,REP,538,234,198,,106,,,
Ottawa,"Spring Lake Township, Precinct 4",Straight Party,,Libertarian Party,LIB,3,3,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",Straight Party,,U.S. Taxpayers Party,UST,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",Straight Party,,Green Party,GRN,2,1,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",Straight Party,,Working Class Party,WCP,4,3,0,,1,,,
Ottawa,"Spring Lake Township, Precinct 4",Straight Party,,Natural Law Party,NLP,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",Straight Party,,Under Votes,,908,364,419,,125,,,
Ottawa,"Spring Lake Township, Precinct 4",Straight Party,,Over Votes,,2,2,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",President,,Kamala D. Harris,DEM,963,322,518,,123,,,
Ottawa,"Spring Lake Township, Precinct 4",President,,Donald J. Trump,REP,876,419,300,,157,,,
Ottawa,"Spring Lake Township, Precinct 4",President,,Chase Oliver,LIB,9,5,4,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",President,,Randall Terry,UST,2,0,2,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",President,,Jill Stein,GRN,9,5,4,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",President,,Robert F. Kennedy Jr.,NLP,13,8,5,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",President,,Joseph Kishore,NPA,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",President,,Cornel West,NPA,1,0,0,,1,,,
Ottawa,"Spring Lake Township, Precinct 4",President,,Cherunda Lynn Fox (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",President,,Claudia De La Cruz (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",President,,Jay J. Bowman (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",President,,Peter Sonski (W),,1,0,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",President,,Under Votes,,10,3,4,,3,,,
Ottawa,"Spring Lake Township, Precinct 4",President,,Over Votes,,2,1,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",U.S. Senate,,Elissa Slotkin,DEM,953,319,510,,124,,,
Ottawa,"Spring Lake Township, Precinct 4",U.S. Senate,,Mike Rogers,REP,868,405,308,,155,,,
Ottawa,"Spring Lake Township, Precinct 4",U.S. Senate,,Joseph Solis-Mullen,LIB,17,12,3,,2,,,
Ottawa,"Spring Lake Township, Precinct 4",U.S. Senate,,Dave Stein,UST,8,5,2,,1,,,
Ottawa,"Spring Lake Township, Precinct 4",U.S. Senate,,Douglas P. Marsh,GRN,11,7,4,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",U.S. Senate,,Doug Dern,NLP,2,1,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",U.S. Senate,,James Chapman (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",U.S. Senate,,Under Votes,,26,13,11,,2,,,
Ottawa,"Spring Lake Township, Precinct 4",U.S. Senate,,Over Votes,,1,1,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",U.S. House,3,Hillary Scholten,DEM,983,335,520,,128,,,
Ottawa,"Spring Lake Township, Precinct 4",U.S. House,3,Paul Hudson,REP,831,381,298,,152,,,
Ottawa,"Spring Lake Township, Precinct 4",U.S. House,3,Alex Avery,LIB,16,12,0,,4,,,
Ottawa,"Spring Lake Township, Precinct 4",U.S. House,3,Louis Palus,WCP,17,16,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",U.S. House,3,Under Votes,,38,19,19,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",U.S. House,3,Over Votes,,1,0,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 4",State House,88,Tim Meyer,DEM,937,324,492,,121,,,
Ottawa,"Spring Lake Township, Precinct 4",State House,88,Greg VanWoerkom,REP,901,407,332,,162,,,
Ottawa,"Spring Lake Township, Precinct 4",State House,88,Under Votes,,48,32,15,,1,,,
Ottawa,"Spring Lake Township, Precinct 4",State House,88,Over Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",Ballots Cast,,,,2333,,,,,,,
Ottawa,"Spring Lake Township, Precinct 5",Registered Voters,,,,2815,,,,,,,
Ottawa,"Spring Lake Township, Precinct 5",Straight Party,,Democratic Party,DEM,397,138,217,,42,,,
Ottawa,"Spring Lake Township, Precinct 5",Straight Party,,Republican Party,REP,683,327,238,,118,,,
Ottawa,"Spring Lake Township, Precinct 5",Straight Party,,Libertarian Party,LIB,9,5,3,,1,,,
Ottawa,"Spring Lake Township, Precinct 5",Straight Party,,U.S. Taxpayers Party,UST,3,3,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",Straight Party,,Green Party,GRN,2,2,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",Straight Party,,Working Class Party,WCP,3,2,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",Straight Party,,Natural Law Party,NLP,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",Straight Party,,Under Votes,,1236,586,488,,162,,,
Ottawa,"Spring Lake Township, Precinct 5",Straight Party,,Over Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",President,,Kamala D. Harris,DEM,1118,420,582,,116,,,
Ottawa,"Spring Lake Township, Precinct 5",President,,Donald J. Trump,REP,1163,611,348,,204,,,
Ottawa,"Spring Lake Township, Precinct 5",President,,Chase Oliver,LIB,24,11,11,,2,,,
Ottawa,"Spring Lake Township, Precinct 5",President,,Randall Terry,UST,2,2,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",President,,Jill Stein,GRN,4,4,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",President,,Robert F. Kennedy Jr.,NLP,10,6,4,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",President,,Joseph Kishore,NPA,1,0,1,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",President,,Cornel West,NPA,1,1,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",President,,Cherunda Lynn Fox (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",President,,Claudia De La Cruz (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",President,,Jay J. Bowman (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",President,,Peter Sonski (W),,1,1,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",President,,Under Votes,,9,7,1,,1,,,
Ottawa,"Spring Lake Township, Precinct 5",President,,Over Votes,,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",U.S. Senate,,Elissa Slotkin,DEM,1085,411,555,,119,,,
Ottawa,"Spring Lake Township, Precinct 5",U.S. Senate,,Mike Rogers,REP,1160,609,354,,197,,,
Ottawa,"Spring Lake Township, Precinct 5",U.S. Senate,,Joseph Solis-Mullen,LIB,24,15,6,,3,,,
Ottawa,"Spring Lake Township, Precinct 5",U.S. Senate,,Dave Stein,UST,10,4,6,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",U.S. Senate,,Douglas P. Marsh,GRN,8,6,2,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",U.S. Senate,,Doug Dern,NLP,5,4,0,,1,,,
Ottawa,"Spring Lake Township, Precinct 5",U.S. Senate,,James Chapman (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,,0,,,
Ottawa,"Spring Lake Township, Precinct 5",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,,0,,,
